aligned_date,headline,text,section,url
2010-11-01,Street Art Way Below the Street,"A vast new exhibition space opened in New York City this summer, with a show 18 months in the making. On view are works by 103 street artists from around the world, mostly big murals painted directly onto the gallery’s walls.",Arts,https://www.nytimes.com/2010/11/01/arts/design/01underbelly.html
2010-11-01,"In a First, Brazil Elects a Woman as President","SÃO PAULO, Brazil  Dilma Rousseff was elected the country’s first female president on Sunday, as Brazilians voted strongly in favor of continuing the economic and social policies of the popular president, Luiz Inácio Lula da Silva.",World,https://www.nytimes.com/2010/11/01/world/americas/01brazil.html
2010-11-01,"A New Search Engine, Where Less Is More",Start-ups and big companies alike have tried to take on Google by building a better search engine. That they have failed has not stopped brave new entrants.,Technology,https://www.nytimes.com/2010/11/01/technology/01search.html
2010-11-01,Candidates Advance Final Arguments,"WASHINGTON  Republicans made their closing argument on Sunday for capturing control of Congress, assailing President Obama as a champion of wasteful and excessive government, as Democrats countered that returning power to Republicans would embolden corporations and the wealthy with disastrous results for middle-class Americans.",U.S.,https://www.nytimes.com/2010/11/01/us/politics/01campaign.html
2010-11-01,A New Focus on Cargo Security,"One of the bombs discovered Friday was flown, apparently unscreened, in the cargo holds on two passenger planes in the Middle East. The potentially deadly lapse exposes a U.S. air security loophole The Lede previously discussed in a post in January and another in August.",Blogs,https://thelede.blogs.nytimes.com/2010/10/31/a-new-focus-on-cargo-security/
2010-11-01,"World Series Game 4: Giants 4, Rangers 0","Having returned home, the Rangers won on Saturday and seemed to energize a World Series that had opened in lopsided fashion. But after losing to the San Francisco Giants, 4-0, on Sunday, the Rangers find themselves in a Texas-size hole.",Sports,https://bats.blogs.nytimes.com/2010/10/31/live-analysis-world-series-game-4-giants-at-rangers/
2010-11-01,Young Voters Say They Feel Abandoned,"MIAMI — Two years ago, the University of Miami could not get enough Barack Obama. The campaign rally he held here felt like a rock concert, his face appeared on T-shirts all over campus, and pro-Obama volunteers registered 2,000 new voters.",U.S.,https://www.nytimes.com/2010/11/01/us/politics/01generationo.html
2010-11-01,Suspect in Printer Bombs Gains Notoriety,"As my colleagues Mark Mazzetti and Robert F. Worth report, American officials said that the two bombs discovered in printers on Friday were assumed to have been made by Ibrahim Hassan al-Asiri, whom authorities described as Al Qaeda in Yemen’s top bomb-maker and a man who loaded explosives into his brother’s body in a 2009 suicide attack that failed to kill Saudi Arabia’s intelligence chief. ",Blogs,https://thelede.blogs.nytimes.com/2010/10/31/suspect-in-printer-bombs/
2010-11-01,"On an Indian Reservation, a Garden of Buddhas","ARLEE, Mont.  On a rural American Indian reservation here, amid grazing horses and cattle, a Buddhist lama from the other side of the world is nearing completion of a $1.6 million meditative garden that he hopes will draw spiritual pilgrims.",U.S.,https://www.nytimes.com/2010/11/01/us/01monks.html
2010-11-01,Rally to Shift the Blame,"In his new role as a political leader, which is what you call somebody if he hosts a rally on the Washington Mall for over 200,000 people, Jon Stewart was a little hemmed at the Rally to Restore Sanity on Saturday. Because sanity should know no party, partisan rhetoric was not on the teleprompter. ",Business Day,https://www.nytimes.com/2010/11/01/business/media/01carr.html
