aligned_date,headline,text,section,url
2015-04-01,"On Broadway, ‘Honeymoon’ Is Over","“Honeymoon in Vegas,” a madcap musical that won positive reviews but failed to find an audience, will close on Sunday.",Arts,https://artsbeat.blogs.nytimes.com/2015/03/31/on-broadway-honeymoon-is-over/
2015-04-01,Review: Ballet West Offers an Eclectic Mix at the Joyce,"Ballet West has been in existence since 1963, but this Salt Lake City company didn’t gain national prominence until it became the focus of “Breaking Pointe,” a reality show more consumed by the dancers’ backstage lives than ballet. The program ran on the CW network for two seasons beginning in 2012. Now in the a five-night run at the Joyce Theater, Ballet West had a chance to put the emphasis back where it belongs, on dancing. ",Arts,https://www.nytimes.com/2015/04/01/arts/dance/review-ballet-west-offers-an-eclectic-mix-at-the-joyce.html
2015-04-01,Energy Company Samson Hints at Bankruptcy,"When a group of investors led by Kohlberg Kravis Roberts bought the oil producer Samson Resources for $7.2 billion more than three years ago, analysts regarded the deal as a triumph.",Business Day,https://www.nytimes.com/2015/04/01/business/dealbook/energy-company-samson-hints-at-bankruptcy.html
2015-04-01,Pillars of Holy Week Processions Put Teamwork and Brawn on Display,"SEVILLE, Spain — On a recent evening here, a group of 43 men shuffled back and forth as they carefully negotiated a tight street corner during a practice run carrying one of the heavy religious floats that get paraded around this city during its Holy Week celebrations.",World,https://www.nytimes.com/2015/04/01/world/europe/pillars-of-holy-week-processions-put-teamwork-and-brawn-on-display.html
2015-04-01,"With Auto Show, G.M. Hopes to Lessen Damage","After a huge safety crisis and a revolt by disgruntled investors, General Motors is eager to turn its attention back to cars and trucks.",Business Day,https://www.nytimes.com/2015/04/01/business/with-auto-show-gm-hopes-to-lessen-damage.html
2015-04-01,Rollout of New York City’s Taxi of Tomorrow Is Again Halted in Court,The Taxi of Tomorrow is delayed again.,New York,https://www.nytimes.com/2015/04/01/nyregion/rollout-of-new-york-citys-taxi-of-tomorrow-is-again-halted-in-court.html
2015-04-01,Seeing a Tax Refund as a Financial Opportunity,"So far this year, the Internal Revenue Service has processed more than 66 million federal income tax refunds, averaging about $2,900 each.",Your Money,https://www.nytimes.com/2015/04/01/your-money/seeing-a-tax-refund-as-a-financial-opportunity.html
2015-04-01,Arizona Orders Doctors to Say Abortions With Drugs May Be Reversible,"PHOENIX — Once again, Arizona finds itself on the frontier of anti-abortion legislation: Late Monday, it became the first state to pass a law requiring doctors who perform drug-induced abortions to tell women that the procedure may be reversible, an assertion that most doctors say is wrong.",U.S.,https://www.nytimes.com/2015/04/01/us/politics/arizona-doctors-must-say-that-abortions-with-drugs-may-be-reversed.html
2015-04-01,"Muhammadu Buhari, a Familiar, and Now Less Divisive, Choice in Nigerian Election","KANO, Nigeria — The 72-year-old former general elected as Nigeria’s new president this week is not exactly new to the democratic process: He spent much of the past decade campaigning for the office in three successive elections — and failing each time.",World,https://www.nytimes.com/2015/04/01/world/africa/muhammadu-buhari-a-familiar-and-now-less-divisive-choice-for-nigerian-voters.html
2015-04-01,East Village Explosion Might Have Followed Attempt to Hide Gas Siphoning,Law enforcement officials are investigating whether the explosion that destroyed three buildings and killed two men in the East Village last week resulted from an attempt to hide the unauthorized siphoning of natural gas for tenants in one of the buildings.,New York,https://www.nytimes.com/2015/04/01/nyregion/east-village-explosion-might-have-followed-attempt-to-hide-gas-siphoning.html
