aligned_date,headline,text,section,url
2007-12-03,Vows: Marie-Claude and Robert,"Marie-Claude Wrenn and Robert Myers, friends who met decades ago, married others and later lost touch.",Style,https://www.nytimes.com/video/style/1194817116447/vows-marie-claude-and-robert.html
2007-12-03,Does It Play in Punjab?,"Writer David Rohde and photographer Tomas Munita report from rural Pakistan, where President Pervez Musharraf claims to be widely supported.",World,https://www.nytimes.com/video/world/1194817108871/does-it-play-in-punjab.html
2007-12-03,Don Rickles,A look back.,Multimedia/Photos,https://www.nytimes.com/video/multimedia/1194817102430/don-rickles.html
2007-12-03,Bloggingheads: Camp David's Echo,"Former Israeli negotiator Daniel Levy (l), and former Bush speechwriter David Frum (r), debate whether the failed Camp David talks help or hurt prospects for post-Annapolis peace talks.<br/><a href=""http://bloggingheads.tv/"" class=""more"">Go to Bloggingheads.tv</a>",Opinion,https://www.nytimes.com/video/opinion/1194817110810/bloggingheads-camp-david-s-echo.html
2007-12-03,Clinton: ‘Everything Stopped’," With the hostage situation over, Senator Hillary Rodham Clinton appeared obviously relieved but poised and delivered a brief statement before flying to New Hampshire to be with her shaken campaign workers.",U.S.,https://thecaucus.blogs.nytimes.com/2007/11/30/clinton-everything-stopped/
2007-12-03,"Viva Knievel, the Final Chapter","“When you die,” Evel Knievel told me in a 1998 interview, “I think your spirit goes on.”",Automobiles,https://wheels.blogs.nytimes.com/2007/11/30/viva-knievel-the-final-chapter/
2007-12-03,Welcome Back!,"Welcome back to the Reading Room. Last month, an all-star group of commentators made their way through Tolstoy’s “War and Peace.” This month, another distinguished crew (see their bios on the right) will spend two weeks tackling “The Education of Henry Adams,” an American classic published 100 years ago this year. Well, sort of: The memoir, which covers the years from Adams’s birth in 1838 to the death of Adams’s great friend the statesman John Hay in 1905, was printed in a luxurious private edition in 1907 and circulated to 100 or so friends — including then-president Theodore Roosevelt — who were invited to return it with comments and corrections in the extra-wide margins. (Only three complied.) The book was republished for a general audience in 1918, the year of Adams’s death. An unsigned review in the New York Times Book Review called it “a book every American should read.” It won the Pulitzer Prize. ",Books,https://readingroom.blogs.nytimes.com/2007/11/30/welcome-back/
2007-12-03,The Church of Coltrane,A San Francisco church believes that the music of jazz legend John Coltrane is divine. ,U.S.,https://www.nytimes.com/slideshow/2007/11/30/us/1201-COLTRANE_index.html
2007-12-03,"Evel Knievel, 69, Daredevil on a Motorcycle, Dies","Evel Knievel, the hard-living, death-defying adventurer who went from stealing motorcycles to riding them in a series of spectacular airborne stunts in the 1960s and ’70s that brought him worldwide fame as the quintessential daredevil performer, died yesterday in Clearwater, Fla. He was 69.",U.S.,https://www.nytimes.com/2007/12/01/us/01knievel.html
2007-12-03,What’s Left When the Surge Is Over,To the Editor:,Opinion,https://www.nytimes.com/2007/12/01/opinion/l01iraq.html
2007-12-03,A Cellular Sea Change,"These are interesting times in the world of mobile technology. Pressures of all kinds — consumer demand, regulation, lawsuits, technological advancements — are driving American cellular service providers in surprising and welcome new directions. ",Opinion,https://www.nytimes.com/2007/12/01/opinion/01sat3.html
2007-12-03,Primary-Care Shortage,To the Editor:,Opinion,https://www.nytimes.com/2007/12/01/opinion/lweb02doctors.html
2007-12-03,The Sound of Movement That’s in the Moment,"Silence is one of the greatest pleasures of dance. No campaign sound bites, no Britney bulletins, just profound messages communicated by powerfully articulate bodies. But disappointment was in store for those who attended the first performance of the Movement Research Fall Festival, devoted to improvisational dance, on Thursday at the Danspace Project. ",Arts,https://www.nytimes.com/2007/12/01/arts/dance/01move.html
2007-12-03,Short Seller Sinks Teeth Into Insurer,"“I’m going to try to give shorter answers,” said William Ackman, with an awkward smile. ",Business Day,https://www.nytimes.com/2007/12/01/business/01nocera.html
2007-12-03,"Arts, Briefly",Going Back to High School,Arts,https://www.nytimes.com/2007/12/01/arts/01arts.html
2007-12-03,"Astor Son Withheld Valid Passport, Prosecutors Say","At Anthony D. Marshall’s arraignment on Tuesday, he turned over his passport. An expired passport.",New York,https://www.nytimes.com/2007/12/01/nyregion/01passport.html
2007-12-03,Pope Stresses Hope in Latest Teaching,"VATICAN CITY, Nov. 30 — Atheism may be “understandable” when mankind is confronted with evil and suffering, Pope Benedict XVI wrote in his second encyclical, issued on Friday. But the attempt to banish God, he wrote, “has led to the greatest forms of cruelty and violations of justice,” whether through Marxist revolution or the science that produced the atomic bomb. ",World,https://www.nytimes.com/2007/12/01/world/europe/01pope.html
2007-12-03,European Satellite Project,"The European Union salvaged its most prominent investment project, agreeing to divert 2.4 billion euros ($3.5 billion) of public money to bail out its struggling satellite navigation project, Galileo. Intended to rival the Global Positioning System developed by the United States, Galileo has struggled with money difficulties and lengthy delays after a consortium that was supposed to get the satellite network off the ground failed to agree on financial terms. The deal was reached after a round of horse-trading among national governments fighting over the economic spoils. Late Thursday, Spain sought to block the deal because it was not granted a ground station as part of the network. Madrid finally agreed to the financing plan Friday after indications that the status of the station in Spain might be upgraded. ",Business Day,https://www.nytimes.com/2007/12/01/business/worldbusiness/01biztoday-002.html
2007-12-03,Peace Conference at Navy Limits Pranks,"In Annapolis, Md., what is good for peace in the Middle East may be bad for the Naval Academy’s fighting spirit.",Sports,https://www.nytimes.com/2007/12/01/sports/ncaafootball/01army.html
2007-12-03,"American Skier, Inspired by Movie, Is Second in Downhill","BEAVER CREEK, Colo., Nov. 30 — Most of the downhillers on the United States ski team are devoted to the 1969 film “Downhill Racer,” which starred Robert Redford as a stubborn and raffish young American trying to break into a sport dominated by Europeans. ",Sports,https://www.nytimes.com/2007/12/01/sports/othersports/01ski.html
2007-12-03,When Football Moves to the Head of the Class,"Three of the country’s most talented and successful college quarterbacks — Dennis Dixon of Oregon, Colt Brennan of Hawaii and Matt Ryan of Boston College — are spending more time in the film room this season than in the classroom. ",Sports,https://www.nytimes.com/2007/12/01/sports/ncaafootball/01football.html
2007-12-03,Standoff Ends Peacefully at a Clinton Field Office,"ROCHESTER, N.H., Nov. 30 — A man who claimed to have a bomb walked into Senator Hillary Rodham Clinton’s campaign field office here Friday and took three campaign workers hostage for hours before surrendering to the police.",U.S.,https://www.nytimes.com/2007/12/01/us/01hostage.html
2007-12-03,Awaiting a Glimpse of Their ‘Gossip Girl’ Kin," You could tell the tribes apart by variations in dress: the tartan kilts and pleated skirts of Nightingale-Bamford, Sacred Heart and Spence; running shoes on the girls who had made their way over from Chapin and Hewitt; leggings and anoraks for students at Dalton, with its relaxed dress code.",New York,https://www.nytimes.com/2007/12/01/nyregion/01gossip.html
2007-12-03,Soprano Backs Out of Met’s ‘Norma’,The soprano Renée Fleming has decided that “Norma” is not in her future.,Arts,https://www.nytimes.com/2007/12/01/arts/music/01norm.html
2007-12-03,Motorola Replaces Chief With an Insider,"Motorola said yesterday that its chief executive, Edward J. Zander, was stepping down, a development applauded by the dissident shareholder Carl C. Icahn, who said the company should use the opportunity to split into four parts. ",Technology,https://www.nytimes.com/2007/12/01/technology/01motorola.html
2007-12-03,Head of Oil Spill Cleanup Is Retiring,"SAN FRANCISCO, Nov. 30  A target of criticism for leading the flawed response to an accident and oil spill in San Francisco Bay this month, the Coast Guard captain in charge of the initial cleanup has announced his retirement.",U.S.,https://www.nytimes.com/2007/12/01/us/01spill.html
2007-12-03,Cervantes Prize Winner Is Announced,"Juan Gelman, below, an Argentine poet who was forced into political exile during Argentina’s “Dirty War” and wrote about his experiences as a political activist, has been awarded the annual Cervantes Prize, the top literary award in the Spanish-speaking world, The Associated Press reported. Mr. Gelman, 77, has published more than 20 books of poetry. In the 1976-83 campaign that Argentina’s military regime waged against leftists, Mr. Gelman’s son and daughter-in-law were among thousands who vanished. The prize, 90,450 euros (about $133,000), will be presented on April 23.",Books,https://www.nytimes.com/2007/12/01/books/01arts-CERVANTESPRI_BRF.html
2007-12-03,Iraq Seeks to Execute 3 Former Officials,"BAGHDAD, Nov. 30 — The political battle over a death sentence for Iraq’s former defense minister flared again on Friday, with Iraqi government officials saying they had demanded that the Americans hand him over for execution.",World,https://www.nytimes.com/2007/12/01/world/middleeast/01iraq.html
2007-12-03,Tug of War: Rationality vs. Regret,"ASIDE from having opposable thumbs, what makes us human surely includes our sense of humor, the awareness of our own mortality  and, I would argue, the ability to want what we can’t afford.",Business Day,https://www.nytimes.com/2007/12/01/business/yourmoney/01instincts.html
2007-12-03,"As Talks With Europe End, Iran Gives No Sign of Concession on Nuclear Program","LONDON, Nov. 30  Negotiators for Iran and the European Union held a new round of talks on Iran’s uranium-enrichment program on Friday, but the meeting ended with indications that the Iranians had offered no new concessions to ease Western concerns that Iran plans to develop nuclear weapons.",World,https://www.nytimes.com/2007/12/01/world/middleeast/01iran.html
2007-12-03,"Hey, Brother, Can You Spare a Spectacular? 75 and Still Kicking","Nothing says Great Depression like the tap tap tap of dancing shoes and a long, spangled kick line.",Arts,https://www.nytimes.com/2007/12/01/arts/television/01stan.html
2007-12-03,Labor Pacts in Detroit Didn’t Ease Stocks’ Slide,"DETROIT, Nov. 30 — Detroit auto companies have long expected a quid pro quo from Wall Street when it came to their dealings with the United Automobile Workers union. ",Business Day,https://www.nytimes.com/2007/12/01/business/01place.html
2007-12-03,Traveling With Troopers Has a Price in Privacy Lost,"In January 2000, an odd little dispute spilled into sight. Hillary Rodham Clinton and her husband had just bought a house in Westchester so she could run for the United States Senate. During the campaign, she was protected by Secret Service agents, just as all members of a president’s immediate family would be, whatever their pursuits. And of course, the Senate campaign often brought Mrs. Clinton to New York City. ",New York,https://www.nytimes.com/2007/12/01/nyregion/01about.html
2007-12-03,Rookie Plays a Good Game Instead of Talking One,"HEMPSTEAD, N.Y., Nov. 30  David Harris does not look like a rookie, with muscles rippling off his 6-foot-2, 243-pound frame. And David Harris does not play like a rookie, accumulating tackles like a veteran Pro Bowler. ",Sports,https://www.nytimes.com/2007/12/01/sports/football/01jets.html
2007-12-03,Survivor Keeps CBS on Top,"With the November sweeps period over, the reruns have returned, and several broadcast networks saw steep declines in the ratings on Thursday. CBS managed to remain No. 1 over all, thanks to “Survivor: China,” one of the few nonrepeats among the usual top-rated shows on Thursday. The 8 p.m. reality competition delivered 13.7 million viewers, Nielsen estimated, easily surpassing its rivals in its time slot, Fox’s “Are You Smarter Than a 5th Grader?” (9 million), a rerun of ABC’s “Ugly Betty” (6.5 million) and NBC’s “My Name is Earl” (6.6 million) followed by “30 Rock” (5.8 million). At 9, opposite repeats of CBS’s “CSI” (12.3 million), ABC’s “Grey’s Anatomy” (9 million) and NBC’s “Office” (6 million), Fox’s “Don’t Forget the Lyrics” (8.6 million) remained mired in fourth among adults 18 to 49. Fox finished third for the night in that demographic, behind CBS and NBC and ahead of ABC.",Arts,https://www.nytimes.com/2007/12/01/arts/television/01arts-SURVIVORKEEP_BRF.html
2007-12-03,Shanghai Tycoon Falls From Grace,"BEIJING, Nov. 30 — He once was one of China’s richest and most politically connected businessmen, a real estate tycoon who had started out selling noodles. But on Friday, Zhou Zhengyi was sentenced to 16 years in prison, the latest powerful Shanghai figure to fall from grace.",World,https://www.nytimes.com/2007/12/01/world/asia/01china.html
2007-12-03,Putin’s Last Realm to Conquer: Russian Culture,"MOSCOW — The fight is long over here for authority over the security services, the oil business, mass media and pretty much all the levers of government. Vladimir Putin’s Kremlin, notwithstanding some recent anti-government protests, has won those wars, hands down, and promises to consolidate its position in parliamentary elections. But now there is concern that the Kremlin is setting its sights on Russian culture.",Arts,https://www.nytimes.com/2007/12/01/arts/01abroad.html
2007-12-03,Paging Dr. Freud,To the Editor:,Opinion,https://www.nytimes.com/2007/12/01/opinion/lweb02freud.html
2007-12-03,Neither Sprain Nor Snow Will Keep Ward Off Field,"EAST RUTHERFORD, N.J., Nov. 30 — Let it rain, Derrick Ward said. Let it snow, too, and let the cold winds blow along the shore of Lake Michigan on Sunday when the Giants visit the Chicago Bears at Soldier Field.",Sports,https://www.nytimes.com/2007/12/01/sports/football/01nfl.html
2007-12-03,Lawyer Says Pakistan Heading Toward ‘Rigged’ Vote,"ISLAMABAD, Pakistan, Nov. 30 — A corporate lawyer dressed in a pinstriped suit, Munawar Akhtar, 71, clutched a poster of a defiant colleague held in solitary confinement for three weeks, and marched Friday to the house of the dismissed chief justice of the Supreme Court. ",World,https://www.nytimes.com/2007/12/01/world/asia/01pakistan.html
2007-12-03,Deceptive Defense Fools Declarer to Stop an Overtrick,"SAN FRANCISCO, Nov. 30 — At the Fall North American Championships here on Thursday night, the winners of the Blue Ribbon Pairs were Steve Landen of Ellicott City, Md., and Pratap Rajadhyaksha of Sarasota, Fla. They finished less than half a board ahead of Alejandro Bianchedi and Ernesto Muzzio from Argentina, with Marcelo Branco from Brazil and Diego Brenner, a Brazilian now living in Spain, third.",Crosswords & Games,https://www.nytimes.com/2007/12/01/crosswords/bridge/01CARD.html
2007-12-03,Gospel Truth,Houston,Opinion,https://www.nytimes.com/2007/12/01/opinion/01deconink.html
2007-12-03,Philippine Authorities Hunt for Revolt Leaders,"MANILA, Nov. 30 — The Philippine authorities searched today for some of the military officers who took over a luxury Manila hotel on Thursday in an attempt to stage a revolt against the government of President Gloria Macapagal Arroyo.",World,https://www.nytimes.com/2007/12/01/world/asia/01phils.html
2007-12-03,"Russians Fall, Mostly, Into Step","MOSCOW, Nov. 30  Several years into an economic boom that has roused national pride at home and a more aggressive stance abroad, Russians will vote in a parliamentary election on Sunday that has been overshadowed by questions about the future role of President Vladimir V. Putin.",World,https://www.nytimes.com/2007/12/01/world/europe/01russia.html
2007-12-03,A Bid to Ease Credit in Europe ,The European Central Bank said that it would extend a lending deadline in December to help the banking system through a period of unusually tight credit at the end of the year. The action represents a renewed effort by the bank to calm a lending system that had showed signs of returning to normal recently but now appears nearly as nervous as during the summer days when the global credit turmoil began. ,Business Day,https://www.nytimes.com/2007/12/01/business/worldbusiness/01biztoday-001.html
2007-12-03,Food Safety,To the Editor:,Opinion,https://www.nytimes.com/2007/12/01/opinion/lweb01food.html
2007-12-03,Calling All Volunteers (the Baby Boomer Kind),To the Editor:,Opinion,https://www.nytimes.com/2007/12/01/opinion/lweb01peace.html
2007-12-03,"That Same Old Beat, With Brand-New Choices","Darmstadt: Classics of the Avant-Garde, a series of monthly concerts at Galapagos in Brooklyn, celebrates its anniversaries by rounding up as many Downtown musicians as it can fit on a stage and performing Terry Riley’s 1964 Minimalist classic, “In C.” The series’s third annual reading, on Thursday evening, redefined the work as a cross between a late-1960s psychedelic freakout and a more up-to-date extended dance track, complete with an insistently pounding beat. It was the most vital, audacious and energizing performance of the score I’ve ever heard. ",Arts,https://www.nytimes.com/2007/12/01/arts/music/01rile.html
2007-12-03,Correction: For the Record,"A dance review on Thursday about the Ballet Hispanico’s “Palladium Nights,” at the Joyce Theater, misidentified the choreographer. While Tina Ramirez conceived the production and is the company’s artistic director, Willie Rosario is the choreographer.",Corrections,https://www.nytimes.com/2007/12/01/pageoneplus/01botcorrections-003.html
2007-12-03,"Mormons and the Bible, Every Word",One moment that drew particular attention at Wednesday night’s Republican presidential debate was a video questioner’s asking whether the candidates believed every word of the Bible.,U.S.,https://www.nytimes.com/2007/12/01/us/politics/01romney.html
2007-12-03,Jangly Idiosyncrasies With Institutional Support,"It’s tempting to view the career trajectory of the saxophonist Rob Reddy as indicative of a broader shift. He belongs to the constellation of avant-garde musicians who spent the 1990s working in close orbit to the Knitting Factory. More recently, faced with leaner options, he has grown increasingly independent even while courting institutional support. ",Arts,https://www.nytimes.com/2007/12/01/arts/music/01redd.html
2007-12-03,Dozens Hurt in Train Crash in Chicago,"CHICAGO, Nov. 30  An Amtrak train slammed into the back of a freight train on the city’s South Side on Friday, sending about 70 people to the hospital, 8 with serious or critical injuries, the authorities said. ",U.S.,https://www.nytimes.com/2007/12/01/us/01chicago.html
2007-12-03,Come Back to Bollywood,"Denver’s an odd place for a Bollywood goddess, but that’s where Madhuri Dixit, India’s biggest female star of the 1990s, has been leading a Clark Kent-type life, married and raising children. Ms. Dixit has been gone from the screen for five years, long enough for a new crop of stars to emerge and for “Aaja Nachle,” her modest new film, to be a comeback vehicle. ",Movies,https://www.nytimes.com/2007/12/01/movies/01nach.html
2007-12-03,"As Always, an Unequal Pie","THE distribution of wealth lies at the heart of political economics. Nations and empires have risen and fallen, and millions have died, as a result of humanity’s struggle to decide how (or whether) to divide wealth.",Technology,https://www.nytimes.com/2007/12/01/technology/01online.html
2007-12-03,Why I Parted Ways With Chávez,"Caracas, Venezuela",Opinion,https://www.nytimes.com/2007/12/01/opinion/01baduel.html
2007-12-03,Lawyer Charged in Astor Case Has Been a Beneficiary in Clients’ Wills,"Ever since the family battle broke out over Brooke Astor’s care and fortune, most of the attention has focused on her only son, Anthony D. Marshall, 83, who served as the steward of his mother’s finances for more than a quarter-century. But indicted this week along with Mr. Marshall was a lawyer with a troubled legal career who has faced disciplinary action in at least two states.",New York,https://www.nytimes.com/2007/12/01/nyregion/01astor.html
2007-12-03,"This Situation Calls for Divorce, Sooner the Better","It’s sad to think, we’re not going to make it",Sports,https://www.nytimes.com/2007/12/01/sports/basketball/01rhoden.html
2007-12-03,"In Settlement, Charity Will Split Its Assets",The Internal Revenue Service issued a ruling on Friday that clears the way for the settlement of a long-running dispute between Tennessee and Mississippi over a private foundation.,U.S.,https://www.nytimes.com/2007/12/01/us/01tennessee.html
2007-12-03,Wash Your Hands Before Each Meal!,To the Editor:,Opinion,https://www.nytimes.com/2007/12/01/opinion/lweb03hands.html
2007-12-03,Neediest Cases Fund-Raising Totals,"Previously recorded	$2,481,319.86
Recorded Thursday	45,550.00
Total$2,526,869.86
Last year to date	$2,443,529.52",New York,https://www.nytimes.com/2007/12/01/nyregion/01totals.html
2007-12-03,Nigeria Turns From Harsher Side of Islamic Law,"KANO, Nigeria  Just last year, the morality police roamed these streets in dusky blue uniforms and black berets, brandishing cudgels at prayer shirkers and dragging fornicators into Islamic courts to face sentences like death by public stoning. ",World,https://www.nytimes.com/2007/12/01/world/africa/01shariah.html
2007-12-03,Names of the Dead,"The Department of Defense has identified 3,871 American service members who have died since the start of the Iraq war. It confirmed the deaths of the following Americans yesterday:",U.S.,https://www.nytimes.com/2007/12/01/us/01list.html
2007-12-03,I.Q. Debate Adds a Chapter Online," Ever since the Nobel prize winner James D. Watson asserted six weeks ago that Africans have innately lower intelligence, fervid debates about race, genes and I.Q. have sprung up on the Web, in publications and in conference rooms.",Books,https://www.nytimes.com/2007/12/01/books/01race.html
2007-12-03,"A Surgeon Opens Up, and Not With a Scalpel","DOCTORS are sometimes viewed as an arrogant bunch, and no doctors more so than surgeons — which is perhaps not surprising considering that the decisions they make every day are literally life and death. But Dr. Thomas R. Russell, the executive director of the American College of Surgeons, hardly fits that stereotype.",Business Day,https://www.nytimes.com/2007/12/01/business/01interview.html
2007-12-03,Rudy’s Security Blanket,"Rudy Giuliani has been having a bad week. Or, as he might put it, suffering persecutions never seen upon this planet since Mel Gibson was tortured on the rack, castrated, disemboweled and beheaded in “Braveheart.”",Opinion,https://www.nytimes.com/2007/12/01/opinion/01collins.html
2007-12-03,"No Escape From Reality, Even for Magical Horses","A theatergoer’s heart could be forgiven for sinking upon learning that the production she was scheduled to see at Theater for the New City was a riff on Dante called “The Divine Reality Comedy” and featured a “Born to Buy” critique set in “Paradise.” But that heart lifted upon hearing that Peter Schumann’s ragtag collective, the Bread and Puppet Theater, was the company undertaking said riff. ",Theater,https://www.nytimes.com/2007/12/01/theater/reviews/01divi.html
2007-12-03,The Power of Arts Education,To the Editor:,Opinion,https://www.nytimes.com/2007/12/01/opinion/lweb03schools.html
2007-12-03,Endangered Species," In early June, the Audubon Society released a report chronicling the disturbing decline of some of America’s most common bird species. This week, it issued a grim sequel: a survey that highlights the status of the species in most serious trouble, those at or near the verge of extinction. ",Opinion,https://www.nytimes.com/2007/12/01/opinion/01sat4.html
2007-12-03,Motivating the Motivator," IT’S an old joke. A visitor is being shown around the office and asks, “How many people work here?”",Business Day,https://www.nytimes.com/2007/12/01/business/01offline.html
2007-12-03,Calls in Sudan for Execution of British Teacher,"NAIROBI, Kenya, Nov. 30 — Hundreds of demonstrators in Khartoum, Sudan’s capital, poured into the streets on Friday demanding the execution of a British teacher who was convicted of insulting Islam because her class of 7-year-olds named a teddy bear Muhammad.",World,https://www.nytimes.com/2007/12/01/world/africa/01sudan.html
2007-12-03,Family Bonds That Hurt Also Heal,"If Mignon Taylor had her way, she would open a craft shop and tearoom for the young people of Spanish Harlem, where she grew up.",New York,https://www.nytimes.com/2007/12/01/nyregion/01neediest.html
2007-12-03,Russia Suspends NATO Arms Pact,"President Vladimir V. Putin signed a law suspending Russia’s participation in a NATO treaty limiting conventional forces in Europe, intensifying pressure on NATO to make concessions, European diplomats said. Mr. Putin’s action, just before national elections, moved Russia a step closer to carrying out its threat to stop abiding by the accord on Dec. 12. American and Russian arms-control experts said they would step up negotiations. Russia contends that the enlargement of NATO to include Romania, Bulgaria and the Baltic states has given it too much muscle near Russia’s borders.",World,https://www.nytimes.com/2007/12/01/world/europe/01briefs-nato.html
2007-12-03,Basque Militant Group Kills Spanish Guardsman,"MADRID, Dec. 1 — One Spanish civil guardsman was killed and another seriously wounded in southern France today, the Spanish authorities said, accusing the Basque militant group ETA of its first slaying in almost a year.",World,https://www.nytimes.com/2007/12/01/world/europe/01cnd-basque.html
