aligned_date,headline,text,section,url
2022-06-01,"U.S. to Send Ukraine $700 Million in Military Aid, Including Advanced Rockets","WASHINGTON — The United States will send Ukraine advanced rocket systems and munitions as part of a new $700 million package of military equipment intended to help the Ukrainians fight back against the Russian invasion of their country, President Biden and White House officials said on Tuesday.",U.S.,https://www.nytimes.com/2022/05/31/us/politics/biden-ukraine-rockets.html
2022-06-01,"Alligator Kills Florida Man Retrieving Frisbees in Lake, Officials Say","The body of a man who had been retrieving Frisbees from a Florida public park’s lake that serves as habitat for alligators was found with its arm torn off on Tuesday, the authorities said. It was the state’s first fatal alligator attack since 2019.",U.S.,https://www.nytimes.com/2022/05/31/us/alligator-kills-florida-man-retrieving-frisbees-in-lake-officials-say.html
2022-06-01,"Corrections: June 1, 2022","An article on Tuesday about a draft of an agreement by the European Union to ban most Russian oil imports misstated the E.U.’s previous actions against Russia for the invasion of Ukraine. It has not barred imports of Russian natural gas, but individual nations have.",Corrections,https://www.nytimes.com/2022/05/31/pageoneplus/corrections-june-1-2022.html
2022-06-01,"Quotation of the Day: Allinllachu, World: Quechua Joins Google Translate","“It’s like saying to the world, ‘look, here we are!’”",Today’s Paper,https://www.nytimes.com/2022/05/31/todayspaper/quotation-of-the-day-allinllachu-world-quechua-joins-google-translate.html
2022-06-01,Sarah Palin’s Bid for New Libel Trial Against The Times Is Denied,"Sarah Palin lost her bid for a new trial in her libel case against The New York Times on Tuesday, with a judge ruling that she had failed to introduce “even a speck” of evidence necessary to prove the newspaper had defamed her in a 2017 editorial.",Business Day,https://www.nytimes.com/2022/05/31/business/sarah-palin-new-york-times-libel.html
2022-06-01,Your Wednesday Briefing,"A day after the European Union agreed to punish Russia with an oil embargo, European leaders announced a 9 billion euro aid package for Ukraine and moved to tackle a blockade of Ukrainian crops that is threatening a global food crisis.",Briefing,https://www.nytimes.com/2022/05/31/briefing/russia-ukraine-mali.html
2022-06-01,"Ready When You Are, Terminal C Is Now an Art Destination","When Delta Air Lines’ Terminal C at La Guardia Airport opens to the public on Saturday, New York will get not only a gleaming new transportation hub but also a significant art destination.",Arts,https://www.nytimes.com/2022/06/01/arts/design/la-guardia-delta-terminal-c-art.html
2022-06-01,"The Lightning Are Trying to Three-Peat. A Ranger Is, Too.","The Tampa Bay Lightning are talented, rugged and playoff tested. As the two-time defending champions, they possess a rare understanding of what it takes to carry the Stanley Cup around the rink — twice in two years.",Sports,https://www.nytimes.com/2022/06/01/sports/hockey/rangers-lightning-nhl-playoffs.html
2022-06-01,"At the U.S. Women’s Open, Michelle Wie West Reflects on an ‘Amazing Journey’","Michelle Wie West, one of golf’s most celebrated players since she was 10, had breakfast Tuesday morning in the player dining area at the U.S. Women’s Open at the Pine Needles Lodge and Golf Club in North Carolina.",Sports,https://www.nytimes.com/2022/06/01/sports/golf/michelle-wie-west-us-open.html
2022-06-01,"Dustin Johnson, In Field for Rival Golf League, Dropped by Sponsor","Dustin Johnson, who in February pledged his loyalty to the U.S.-based PGA Tour, will be the top-ranked golfer in the inaugural event of a Saudi-backed rival tour next week at the Centurion Golf Club outside London. Phil Mickelson, who recently expressed some measure of support for the alternative circuit, was not among those listed in the field for the tournament.",Sports,https://www.nytimes.com/2022/06/01/sports/golf/dustin-johnson-league-saudi-arabia.html
2022-06-01,‘We Are About to Lose a Lot More Lives and Limbs’: Ukraine Girds for a Wave of Amputees,"LVIV, Ukraine — Vladyslav Tkachenko grimaced, gripping a wooden balance rail and edging forward carefully. Then he lost his balance, and his metal leg, fitted with his old combat boot, hit the ground. Undeterred, he got back up and pushed forward, staring determinedly at his reflection in the mirror.",World,https://www.nytimes.com/2022/06/01/world/europe/ukraine-war-prosthetics.html
2022-06-01,Spelling Bee Forum,"WEDNESDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below. For more Spelling Bee conversation, check out Deb Amlen’s weekly humor column, “Diary of a Spelling Bee Fanatic.”",Crosswords & Games,https://www.nytimes.com/2022/06/01/crosswords/spelling-bee-forum.html
2022-06-01,A Cartoon Producer Turned War Reporter,"Half an hour before midnight on March 28, the first artillery shell I ever heard screeched above the tiny roof that sheltered my colleagues and me. Our newly formed team had recently arrived in Huliaipole, a small eastern Ukrainian town, to report from the war’s front lines.",Times Insider,https://www.nytimes.com/2022/06/01/insider/a-cartoon-producer-turned-war-reporter.html
2022-06-01,Theft of a Church’s Tabernacle Leaves More Than a Physical Void,"Deflated, Father Frank Tumino stepped into the pulpit at St. Francis Xavier Church in Brooklyn on Tuesday morning. Six blocks away, St. Augustine’s, the other church where he serves as pastor, was closed and cordoned off with police tape. At its center was a literal and figurative hole.",New York,https://www.nytimes.com/2022/06/01/nyregion/tabernacle-st-augustine-church-brooklyn.html
2022-06-01,Racist and Violent Ideas Jump From Web’s Fringes to Mainstream Sites,"On March 30, the young man accused of the mass shooting at a Tops grocery store in Buffalo surfed through a smorgasbord of racist and antisemitic websites online. On BitChute, a video sharing site known for hosting right-wing extremism, he listened to a lecture on the decline of the American middle class by a Finnish extremist. On YouTube he found a lurid video of a car driving through Black neighborhoods in Detroit.",Technology,https://www.nytimes.com/2022/06/01/technology/fringe-mainstream-social-media.html
2022-06-01,"From Ukraine’s Front Lines, Bravery and Wreckage","Through the three months of Russia’s invasion, New York Times journalists have chronicled carnage and courage, ruin and resolve, across the wide arc of combat through eastern Ukraine, where Vladimir V. Putin’s brutal offensive is now concentrated.",World,https://www.nytimes.com/2022/06/01/world/europe/ukraine-war-frontline-photos.html
2022-06-01,"Unseen and Often Unsafe, They Build New York City","Good morning. It’s Wednesday. Today we’ll learn how New York Times journalists investigated a hair-raising tale of three workers killed in an unusual string of construction accidents in the Bronx, and then told it with tenderness. Also, we’ve noticed a run of eyebrow-raising innovations by thieves; we’ll tally some surprising targets and techniques.",New York,https://www.nytimes.com/2022/06/01/nyregion/unseen-and-often-unsafe-they-build-new-york-city.html
2022-06-01,What the Pandemic Can Teach Us About Endings,And heartbreak and lions and infinite hallways.,Opinion,https://www.nytimes.com/video/opinion/100000008367467/coronavirus-pandemic-end.html
2022-06-01,"A ‘Perfect Recipe for Extreme Wildfire’: New Mexico’s Record-Breaking, Early Fire Season",The explosive start reflects the convergence of relentless winds and long-term trends like drought and extreme heat — an ominous sign for the rest of the American West.,Climate,https://www.nytimes.com/interactive/2022/06/01/climate/new-mexico-wildfires.html
2022-06-01,"Newly Published, from Asteroids to Garden Gnomes","SOFIA COPPOLA: Forever Young, by Hannah Strong. (Abrams, $45.) In a quarter-century’s worth of movies such as “The Virgin Suicides,” “Lost in Translation” and “Marie Antoinette,” the writer and director has developed a “hyperfeminine aesthetic” as showcased in this visual, critical history, with illustrations by the British magazine Little White Lies.",Books,https://www.nytimes.com/2022/06/01/books/review/new-this-week.html
2022-06-01,New York’s Weed Rush Is Here. They Came to Cash In.,"S. was 30 and C. was 22 when they first met — at a focus group for public transportation in Tampa, Fla., in 2012. The age difference between them was a problem for her at first. “I was like, immediately, ‘No,’” S. says. She had already spent a decade trying to figure out her life. There were years spent working on behalf of tomato-farm laborers in Florida, followed by a stint as a union rep for janitors and security guards at Harvard, in Massachusetts, then jobs as a pastry chef in Boston and in Austin, Texas. By 2016, she was back in Tampa, her hometown, working in kitchens, still making pastries. She was, in C.’s words, “this beautiful, smart woman who’s about this community life.” A few months after the focus group — where, as it happened, they were the only two participants who actually used public transportation — she messaged him on Facebook: “Hey, question, you know anyone I could cop some weed from?”",Magazine,https://www.nytimes.com/2022/06/01/magazine/new-york-cannabis-business.html
2022-06-01,China Is Winning in Asia. Biden’s Plans Won’t Change That.,"President Biden has said the United States won’t stand by and let China “win the 21st century,” and his first trip to Asia was meant to match words with action.",Opinion,https://www.nytimes.com/2022/06/01/opinion/us-biden-asia-china-economy-influence.html
2022-06-01,The Simplest Response to School Shootings,"To fully understand a problem like terrorism, you need to accept complexity, a sprawl of general factors — personal, historical, cultural — converging in a specific movement or a single actor. The kind of mass-murdering, effectively suicidal terrorism that has taken hold in America in the 23 years since Columbine is no different, even if it doesn’t wave a flag or make political demands.",Opinion,https://www.nytimes.com/2022/06/01/opinion/school-shootings-gun-reform.html
2022-06-01,How Much Do Your Genes Shape Your Politics?,"“Partisan polarization remains the dominant, seemingly unalterable condition of American politics,” Pew Research declared in November 2021, a year after a presidential election that drew the most voters in American history (partisanship and polarization, it turns out, increase participation). “Republicans and Democrats agree on very little — and when they do, it often is in the shared belief that they have little in common.”",Opinion,https://www.nytimes.com/2022/06/01/opinion/politics-genetics-research.html
2022-06-01,What the Pandemic Can Teach Us About Endings,"We all remember where we were when the pandemic began. Whether it was the last day of working at the office or the turbulent onset of remote schooling, it was clear we had entered a new and unsettling era.",Opinion,https://www.nytimes.com/2022/06/01/opinion/coronavirus-pandemic-end.html
2022-06-01,A Debate Over ‘Common Sense’ Gun Legislation,"The recent shootings in Buffalo and Uvalde, Texas, indicate that gun violence, and how to address it, is a conversation we unfortunately need to keep having. But what policies would make a difference and stop some of these mass casualty events?",Opinion,https://www.nytimes.com/2022/06/01/opinion/the-argument-gun-control-red-flag-laws-background-checks-age-limits.html
2022-06-01,What Do We Want From Our Next New York?,"The first time I moved to New York, I was an undergraduate, and I tried to make Harlem my home. I had a lot to learn. As a Californian, I thought Chucks were year-round shoes; I wore them even in the snow, letting my toes get stiff on late-night walks from the library or the 116th Street station back to my dorm. By my sophomore year, though, I knew the most important things: where on Malcolm X I could find the shea butter I needed to keep my skin from turning ashy in the winter, the barbershop where I could get a decent fade and the grocery store where I could buy Red Rooster hot sauce. ",Magazine,https://www.nytimes.com/2022/06/01/magazine/new-york-return.html
2022-06-01,"When Elon Musk Dreams, His Employees Have Nightmares","Elon Musk’s repeated wavering on his deal to buy Twitter has roiled markets and raised fresh questions about his seriousness. His promises to preserve free speech, ban spam bots and dramatically boost revenue may have earned the blessing of the company’s founder, Jack Dorsey, but with Twitter’s stock falling well below his offer price, Mr. Musk appears to be reneging on a deal that has made even Wall Street grow skeptical.",Opinion,https://www.nytimes.com/2022/06/01/opinion/technology/elon-musk-tesla-twitter.html
2022-06-01,Their Solution to the Housing Crisis? Living With Strangers.,"Two facts are painfully clear to New Yorkers: The rent is too high, and it keeps getting higher. With the median one-bedroom apartment hovering around $3,500 a month, New York’s rents are officially among the most expensive in the country. Between 2009 and 2018, the city added 500,000 jobs but only 100,000 new housing units. The profound shortage in rental units has forced the city’s residents to figure out their own ways to live affordably.",Magazine,https://www.nytimes.com/2022/06/01/magazine/new-york-roommates.html
2022-06-01,What to Do About Americans Who Love Their Guns,"Coming of age in the 1970s and ’80s, a kid took in a fair number of public service messages. Smokey Bear warned that only you could help prevent forest fires (if only this were entirely true). An actor dressed up as a Native American shed a single tear to get people to stop littering (or at least feel guilty when they did). The crash-test dummies made anyone bypassing a seatbelt look like a moron. Later campaigns against smoking, like the one featuring the singing cowboy, terrified many teenagers out of lighting their first cigarette.",Opinion,https://www.nytimes.com/2022/06/01/opinion/anti-gun-ad-campaign.html
2022-06-01,"They Got the Debt, but Not the Degree",Michael Chaney just couldn’t pass algebra.,Your Money,https://www.nytimes.com/2022/06/01/your-money/student-loan-debt-degree.html
2022-06-01,Lessons for Covid From the Most Successful Global Health Program,"Almost exactly 20 years ago, President George W. Bush stood in the White House Rose Garden and announced a $500 million initiative in Africa and the Caribbean to reduce H.I.V. transmission from women living with H.I.V. to their newborns.",Opinion,https://www.nytimes.com/2022/06/01/opinion/pepfar-covid.html
2022-06-01,How Eric Adams’s Struggle With Dyslexia Is Shaping His Mayoralty,"When Mayor Eric Adams was a student at Public School 140 in Queens, his classmates teased him for struggling in class, he recalled. They once put a sign with the word “Dummy” on his desk, and he still remembers his fear of being asked to read aloud.",New York,https://www.nytimes.com/2022/06/01/nyregion/eric-adams-dyslexia.html
2022-06-01,"Why Boxwood, a Perennial Favorite, Needs a New Approach",It’s time for boxwood-loving gardeners to learn the abbreviation B.M.P. — best management practices — and get with the program. Boxwood needs our informed attention and care to do its job as the indispensable landscape element it has become since the first Buxus were planted in the United States in the mid-17th century.,Real Estate,https://www.nytimes.com/2022/06/01/realestate/boxwood-garden.html
2022-06-01,"Relief, Reunions and Some Anxiety as Shanghai (Mostly) Reopens","They strolled and cycled through their own city like dazed tourists. They hopped onto ferries once again, crossing the Huangpu River, and crowded onto the famed Bund waterfront. They honked car horns and lit fireworks.",World,https://www.nytimes.com/2022/06/01/world/asia/shanghai-covid-lockdown-eases.html
