aligned_date,headline,text,section,url
2007-01-01,Totals, ,New York,https://www.nytimes.com/2007/01/01/nyregion/01totals.html
2007-01-01,‘Granddaddy’ of Bowls Has Touch of the Blues," BEVERLY HILLS, Calif., Dec. 31 — Even Chad Henne, the Michigan quarterback, called this year’s Rose Bowl “almost like a consolation match.” And Henne is as enthusiastic as anyone about Monday’s game between the Wolverines and Southern California in Pasadena.",Sports,https://www.nytimes.com/2007/01/01/sports/ncaafootball/01rose.html
2007-01-01,What Did Hussein’s Execution Accomplish? (11 Letters),To the Editor:,Opinion,https://www.nytimes.com/2007/01/01/opinion/l01saddam.html
2007-01-01,Marsh & McLennan to Sell Putnam Funds to Canadian Group,"Marsh & McLennan Companies, the big New York insurance broker, is planning to sell its troubled mutual fund business, Putnam Investments, to the Power Corporation of Canada for about $3.9 billion.",Business Day,https://www.nytimes.com/2007/01/01/business/worldbusiness/01putnam.html
2007-01-01,The Lonely Newspaper Reader,"In the house where I grew up, everybody ate breakfast at the same time. The younger ones would sit at the table elbowing one another for toast while my dad stood, drinking coffee and reading The Minneapolis Star Tribune. ",Business Day,https://www.nytimes.com/2007/01/01/business/media/01carr.html
2007-01-01,Muslim’s Swearing-In (1 Letter),To the Editor:,Opinion,https://www.nytimes.com/2007/01/01/opinion/l01prager.html
2007-01-01,New Journal Hits a Closed Market,You know what they say about the best-laid plans. The Wall Street Journal is now an expert.,Business Day,https://www.nytimes.com/2007/01/01/business/media/01journal.html
2007-01-01,Disney Plans to Introduce a Sleek Makeover of Disney.com Site,"LOS ANGELES, Dec. 31 — When the Walt Disney Company’s chief executive, Robert A. Iger, takes the stage at the Consumer Electronics Show in Las Vegas on Jan. 8, he is expected to introduce the new Disney.com Web site that has taken more than a year to redesign.",Technology,https://www.nytimes.com/2007/01/01/technology/01disney.html
2007-01-01,A New Middle Stance Emerges in Debate over Climate,"Amid the shouting lately about whether global warming is a human-caused catastrophe or a hoax, some usually staid climate scientists in the usually invisible middle are speaking up.",Science,https://www.nytimes.com/2007/01/01/science/01climate.html
2007-01-01,Tehran Radio Lets Critics Vent Over Iran’s Nuclear Plans,"TEHRAN, Dec. 31 — A radio program on a government-run station has been conducting an open debate for the past month about whether Iran should change its tough stance on its nuclear program. ",World,https://www.nytimes.com/2007/01/01/world/middleeast/01tehran.html
