aligned_date,headline,text,section,url
2011-04-01,Writer Resurfaces After Disappearing in China,"BEIJING — An Australian spy novelist and pro-democracy blogger who went missing in southern China on Sunday publicly resurfaced on Thursday night, speaking to a reporter for The Associated Press and posting messages on Twitter. The writer, Yang Hengjun, was most likely detained in secret by Chinese security officers, his supporters say.",World,https://www.nytimes.com/2011/04/01/world/asia/01beijing.html
2011-04-01,Outsourcers Are Criticized on Visa Use,"Major outsourcing companies from India have been the biggest recipients of visas in recent years under a program intended to allow American companies to bring highly skilled foreign workers temporarily to the United States, an immigration scholar testified Thursday before a House of Representatives judiciary panel.",U.S.,https://www.nytimes.com/2011/04/01/us/01immigration.html
2011-04-01,Collins Says Fast Start Is Important,"MIAMI GARDENS, Fla. — On the eve of his first game as a major league manager since 1999, the Mets’ Terry Collins met with his team before a workout and stressed the importance of winning frequently early in the season.",Sports,https://bats.blogs.nytimes.com/2011/03/31/collins-says-fast-start-is-important/
2011-04-01,"Jim Seymour, Receiving Star for Irish, Dies at 64","Jim Seymour, a speedy, lanky, glue-fingered end who helped lead Notre Dame to a national championship in 1966 and who became a prototype for a new breed of wide receiver as college football teams began to rely more on the passing game, died on Tuesday in Highland Park, Ill. He was 64 and lived in Deerfield, Ill.",Sports,https://www.nytimes.com/2011/04/01/sports/football/01seymour.html
2011-04-01,Big Top as Family Business,"Paralleling the death throes of a marriage and a 100-year-old tradition, “Circo” takes to the earthen roads of rural Mexico to document one of the Ponce family’s many traveling circuses.",Movies,https://www.nytimes.com/2011/04/01/movies/circo-looks-at-a-family-circus-review.html
2011-04-01,Liberia Uneasily Linked to Ivory Coast Conflict,"PÉHÉ-KANHOUÉBLI, Ivory Coast — Standing by a burned-out house on a road speckled with spent ammunition casings, Brig. Gen. Gueu Michel, the commander of rebel forces in western Ivory Coast, outlined his plan to stem an influx of Liberian mercenaries he said were fighting for Ivory Coast’s embattled strongman, Laurent Gbagbo.",World,https://www.nytimes.com/2011/04/01/world/africa/01liberia.html
2011-04-01,Syria Offers Changes Before Renewed Protests,"CAIRO — As Syria braced for renewed antigovernment demonstrations, the government announced new measures on Thursday seemingly aimed at addressing the protesters’ demands.",World,https://www.nytimes.com/2011/04/01/world/middleeast/01syria.html
2011-04-01,When a Parent Dies,We can only hope that the actors in Alistair Banks Griffin’s “Two Gates of Sleep” weren’t being paid by the word.,Movies,https://www.nytimes.com/2011/04/01/movies/two-gates-of-sleep-written-and-directed-by-alistair-banks-griffin-review.html
2011-04-01,Deal Is Made for Future Seasons of ‘Mad Men’,"9:27 p.m. | Updated |  Lionsgate, the studio behind the critically acclaimed AMC drama “Mad Men,” said Thursday that it had signed a long-term deal with the creator of the series, Matthew Weiner.",Arts,https://artsbeat.blogs.nytimes.com/2011/03/31/deal-is-made-for-future-seasons-of-mad-men/
2011-04-01,Nixon Library Opens a Door Some Would Prefer Left Closed,"YORBA LINDA, Calif. — Most presidential libraries are as much celebrations of a president as historical repositories. They are packed with official papers, photographs, limousines, proclamations and baby shoes representing the president’s life and times; dark chapters are traditionally ignored or at least understated. ",U.S.,https://www.nytimes.com/2011/04/01/us/01nixon.html
2011-04-01,F.B.I. Seeks Help Cracking Code in Victim’s Notes,"It sounds like the beginning of a good whodunit, or at least a “Law and Order” episode: A body is found. In the victim’s pants are two notes written in some sort of code. The F.B.I. is called in and concludes the man was murdered. ",U.S.,https://www.nytimes.com/2011/04/01/us/01code.html
2011-04-01,The Myth of Syrian Stability,"Damascus, Syria",Opinion,https://www.nytimes.com/2011/04/01/opinion/01Mustafa.html
2011-04-01,"A Brief History of Primary Polling, Part I","I’m going to be doing a short series, probably in three parts, on the question of how much we can tell from polls conducted during the very early stages of a presidential primary campaign.",U.S.,https://fivethirtyeight.blogs.nytimes.com/2011/03/31/a-brief-history-of-primary-polling-part-i/
2011-04-01,U.S. Panel Suggests Research Into Causes and Prevalence of Health Issues Facing Gays,"WASHINGTON — The federal government should systematically collect demographic data on gay, lesbian and transgender people and should conduct biomedical research to understand why they are more likely to have certain chronic conditions, the National Academy of Sciences said Thursday.",Health,https://www.nytimes.com/2011/04/01/health/policy/01gays.html
2011-04-01,Fools of a Long-Ago April,"Philadelphia, April 1, 1861",Opinion,https://opinionator.blogs.nytimes.com/2011/03/31/fools-of-a-long-ago-april/
2011-04-01,Dope and Glory,"SAN FRANCISCO — Opening Day of the major league baseball season finds Barry Bonds in criminal court, with the bloated head, a passel of lawyers and testimony about how steroids shrink one part of a man but inflate another.",Opinion,https://opinionator.blogs.nytimes.com/2011/03/31/dope-and-glory/
