aligned_date,headline,text,section,url
2011-11-01,How Competitive Is the Wireless Industry?,To the Editor:,Opinion,https://www.nytimes.com/2011/11/01/opinion/opposing-views-of-competition-in-the-wireless-industry.html
2011-11-01,"In China, Political Outsiders Turn to Microblog Campaigns","BEIJING — For at least some candidates seeking parliamentary seats in local Chinese elections this year, the winning formula is the very antithesis of what works in the United States. ",World,https://www.nytimes.com/2011/11/01/world/asia/political-outsiders-turn-to-microblog-campaigns-in-china.html
2011-11-01,Homeless Families,To the Editor:,Opinion,https://www.nytimes.com/2011/11/01/opinion/homeless-families.html
2011-11-01,Failed Solar Company’s Auction Draws Bargain Hunters,"FREMONT, Calif. — To some people, the bankruptcy of the solar-module maker Solyndra shows the folly of government trying to pick winners in technology markets. To others, the furor over its $535 million federal loan guarantee represents an attack on the solar industry and the Obama administration’s clean energy policies.",Business Day,https://www.nytimes.com/2011/11/01/business/energy-environment/solyndra-auction-brings-out-bargain-hunters.html
2011-11-01,Time Warner Trims Its Excesses,"The sprawling taupe-colored offices of Jeffrey L. Bewkes, Time Warner’s chairman and chief executive, overlook Central Park from the 11th floor of one of Manhattan’s most plum pieces of commercial real estate. Mr. Bewkes cannot wait to move out.",Business Day,https://www.nytimes.com/2011/11/01/business/media/time-warner-trying-to-trim-its-excesses-goes-back-to-basics.html
2011-11-01,Unnecessary Horn Honking,To the Editor:,Opinion,https://www.nytimes.com/2011/11/01/opinion/unnecessary-horn-honking.html
2011-11-01,Picturing 7 Billion,Update | View the visual time capsule here.,Multimedia/Photos,https://lens.blogs.nytimes.com/2011/10/31/picturing-7-billion/
2011-11-01,"Yanks Keep Sabathia, Giving Ace Extra Year","The Yankees avoided a potential pitching calamity Monday when their ace, C. C. Sabathia, agreed to a contract extension just hours before the deadline for him to opt out of his current deal and become a free agent.",Sports,https://www.nytimes.com/2011/11/01/sports/baseball/sabathia-and-yankees-agree-on-contract-extension.html
2011-11-01,"A Dictionary Updated, and a Campaign to Spread the Word",TRYING to sell a $60 print dictionary in 2011 is like trying to sell a silent movie.,Business Day,https://www.nytimes.com/2011/11/01/business/media/a-dictionary-is-updated-and-a-campaign-will-spread-the-word.html
2011-11-01,Florida: Prison Privatization Plan Is Scrapped,"A plan by the State of Florida to transfer 29 of its prisons to private management is dead, at least for now. Gov. Rick Scott has decided not to appeal last month’s court decision that called the plan unconstitutional. The judge said in the ruling that Florida lawmakers had erred in tucking the measure into a budget bill to get it passed. The judge said the privatization plan — a “substantive” policy change — merited its own debate and should have been presented as a stand-alone bill. ",U.S.,https://www.nytimes.com/2011/11/01/us/florida-prison-privatization-plan-is-scrapped.html
2011-11-01,Congress Questions the I.R.S. About Delays in Its Oversight of Nonprofit Hospitals,"In August, the Illinois Department of Revenue moved to revoke the property tax exemptions enjoyed by three major nonprofit hospitals after a court ruling determined that a fourth hospital in the state did not provide enough charity care to justify the tax benefit.",Business Day,https://www.nytimes.com/2011/11/01/business/congress-asks-irs-about-oversight-of-nonprofit-hospitals.html
2011-11-01,South Carolina: U.S. Challenges Immigration Law,"The federal government filed suit against South Carolina on Monday to block a recently passed state law that would require the police to check the immigration status of every person they detain. The Justice Department argued in the suit that South Carolina’s law, which takes effect on Jan. 1, undermines federal authority on immigration. The department has filed similar challenges to immigration laws in Alabama and Arizona. “Pushing undocumented immigrants out of one state and into another is not a solution to our immigration challenges,” Tony West, assistant attorney general, said in a news conference. A spokesman for Gov. Nikki Haley said the state would continue with plans to implement the law. ",U.S.,https://www.nytimes.com/2011/11/01/us/south-carolina-us-challenges-immigration-law.html
2011-11-01,Postcard From L.S.U.: Geaux? Just Go With It,"BATON ROUGE, La. — Louisiana is famous for its Cajun French influences, its gumbo, crawfish étoufée and Mardi Gras. It is famous for laissez les bon temps rouler, as the saying goes, or letting the good times roll.",Sports,https://thequad.blogs.nytimes.com/2011/10/31/postcard-from-l-s-u-geaux-just-go-with-it/
2011-11-01,Domestic Oil Drilling,To the Editor:,Opinion,https://www.nytimes.com/2011/11/01/opinion/domestic-oil-drilling.html
2011-11-01,The Quality of Homework,To the Editor:,Opinion,https://www.nytimes.com/2011/11/01/opinion/the-quality-of-homework.html
2011-11-01,Court Lets Nashville Protesters Stay,A federal judge on Monday ruled in support of dozens of protesters in Nashville who were arrested over the weekend.,U.S.,https://www.nytimes.com/2011/11/01/us/court-lets-nashville-protesters-stay.html
2011-11-01,"By Deadline, 7 Bids in Science School Contest",New York City officials have been dreaming for months about a new graduate school bearing a prestigious brand name like Cornell or Stanford. But what about Amity University?,Education,https://www.nytimes.com/2011/11/01/education/new-york-receives-7-bids-for-school-of-engineering.html
2011-11-01,Central Park Cleanup Has Sunday Deadline for Marathon,The weekend snowstorm that upended the plans of many trick-or-treaters is also messing with another autumn ritual: the running of the New York City Marathon on Sunday.,New York,https://www.nytimes.com/2011/11/01/nyregion/central-park-cleanup-has-sunday-deadline-for-marathon.html
2011-11-01,"Dissenting, or Seeking Shelter? Homeless Stake a Claim at Protests","LOS ANGELES — Robert Gaffney, who came here from Oklahoma 10 years ago, settled on a scrap of burlap the other day on a grassy hill outside City Hall, surveying the tents and crowd that make up Occupy Los Angeles. For many of his neighbors at City Hall Park, this is a center of protest and political grievance. For Mr. Gaffney, it is the latest piece of land that he calls home.",U.S.,https://www.nytimes.com/2011/11/01/us/dissenting-or-seeking-shelter-homeless-stake-a-claim-at-protests.html
2011-11-01,"For Pakistan, Deep Ties to Militant Network May Trump U.S. Pressure","Secretary of State Hillary Rodham Clinton and other senior administration officials visited Pakistan in October to demand that Pakistan’s spy agency either deliver the Haqqani network, a virulent part of the insurgency fighting American forces in Afghanistan, to the negotiating table or help fight them in their stronghold in Pakistan’s rugged tribal areas.",World,https://www.nytimes.com/2011/11/01/world/asia/haqqani-militants-act-like-pakistans-protected-partners.html
2011-11-01,Israel and the Apartheid Slander,"THE Palestinian Authority’s request for full United Nations membership has put hope for any two-state solution under increasing pressure. The need for reconciliation between Israelis and Palestinians has never been greater. So it is important to separate legitimate criticism of Israel from assaults that aim to isolate, demonize and delegitimize it. ",Opinion,https://www.nytimes.com/2011/11/01/opinion/israel-and-the-apartheid-slander.html
2011-11-01,City Hall Admits Mishandling Technology Projects,"The Bloomberg administration acknowledged on Monday that it had mismanaged its major information-technology projects, vowing to revamp its oversight of them.",New York,https://www.nytimes.com/2011/11/01/nyregion/bloomberg-administration-admits-mishandling-citytime-and-nycaps-programs.html
2011-11-01,"President Is ‘Tobacco Free,’ and ‘Fit at 50,’ Doctor Finds","WASHINGTON — Forget the rumors that he has been sneaking cigarettes; President Obama is “tobacco free,” the president’s doctor said in reporting the results of the president’s second physical since he took office.",U.S.,https://www.nytimes.com/2011/11/01/us/politics/obama-tobacco-free-and-fit-doctor-finds.html
2011-11-01,Libya Names an Engineer as Premier,"TRIPOLI, Libya —Libya’s provisional leaders named an engineer as its new prime minister Monday, taking the first step toward assembling a new transitional government after the killing of Col. Muammar el-Qaddafi and the formal end to the uprising that ended his nearly 42 years in power.",World,https://www.nytimes.com/2011/11/01/world/africa/libya-names-abdel-rahim-el-keeb-as-premier.html
2011-11-01,Iraq Arrests More in Wake of Tip About Coup,BAGHDAD — The government of Iraq continued to respond vigorously on Monday to a tip from the new interim leaders in Libya that former members of Saddam Hussein’s military and Baath Party were plotting a coup — so much so that critics are now saying that the information has become a pretext for arresting its political opponents.,World,https://www.nytimes.com/2011/11/01/world/middleeast/iraq-arrests-more-in-wake-of-libyan-tip-about-coup.html
2011-11-01,Documents Reveal Reactions to Disputed A.T.F. Investigations in Arizona,"WASHINGTON — The head of the Justice Department’s criminal division, Lanny A. Breuer, was told in April 2010 that Arizona-based agents of the Bureau of Alcohol, Tobacco, Firearms and Explosives had allowed a gun trafficking ring to buy hundreds of weapons and send them to Mexico as part of an investigative tactic, according to newly disclosed documents.",U.S.,https://www.nytimes.com/2011/11/01/us/atfs-operation-wide-receiver-sent-illegal-guns-to-mexico.html
2011-11-01,MF Global Bankruptcy Rattles Wall St. Firms,The markets were haunted this Halloween by the ghosts of the past financial crisis.,Business Day,https://dealbook.nytimes.com/2011/10/31/mf-global-bankruptcy-rattles-wall-st-firms/
2011-11-01,Tales From the Supercommittee,"There are only three weeks left for the Congressional supercommittee to come up with a plan to reduce the federal deficit by at least $1.2 trillion, and there is no sign that the panel is anywhere close to reaching an agreement. Only one side, in fact, seems to be trying — the Democrats — and it is being far too accommodating, given the fierce obstructionism of the other side, the Republicans.",Opinion,https://www.nytimes.com/2011/11/01/opinion/tales-from-the-congressional-supercommittee.html
2011-11-01,Postcard From Alabama: The Choice: Memories Or Cash,"TUSCALOOSA, Ala. — Students surely choose to attend the University of Alabama for a variety of reasons: its academic reputation, a diverse student body, an accomplished faculty.",Sports,https://thequad.blogs.nytimes.com/2011/10/31/postcard-from-alabama-the-choice-memories-or-cash/
2011-11-01,My Life Report,"Last week my colleague David Brooks made a request I couldn’t refuse. He asked people over 70 to “write a brief report on your life so far, an evaluation of what you did well, of what you did not do well and what you learned along the way.” Well, here I am, reporting in.",Opinion,https://opinionator.blogs.nytimes.com/2011/10/31/my-life-report/
2011-11-01,"In Stare-Down With Protesters, Governor Blinked",ALBANY ,New York,https://www.nytimes.com/2011/11/01/nyregion/a-seeming-loss-by-cuomo-to-occupy-wall-street-group.html
2011-11-01,"Mets’ Roster May Get Makeover, Too","On a day when the Mets officially announced that they would make significant changes to the dimensions at Citi Field, Sandy Alderson, the team’s general manager, offered some measured insight into what the team that will play there next year may look like.",Sports,https://bats.blogs.nytimes.com/2011/10/31/mets-roster-may-get-makeover-too/
2011-11-01,Uncle Mo Upstages Havre de Grace as Favorite in Breeders’ Classic,"The Breeders’ Cup Classic usually shines a light on the horse of moment while the race run two before it, the Juvenile, tries to identify the colt whose name will be on everyone’s lips at the Kentucky Derby on the first Saturday of May. Those lines may have been blurred Monday at the post-position draw of the Breeders’ Cup when Uncle Mo was made the 5-2 morning-line favorite in the $5 million Classic.",Sports,https://www.nytimes.com/2011/11/01/sports/uncle-mo-surprise-favorite-in-breeders-cup-classic.html
2011-11-01,The Ticket-Fixing Scandal,"The arrest of 16 New York City police officers in the Bronx last week, 11 of them for fixing tickets, was bad enough. What added to the outrage was the thuggish behavior of a crowd of off-duty police officers who went to the courthouse to support their accused colleagues. Some chanted “Down with the D.A.!” in reference to Robert Johnson, the Bronx district attorney whose office is prosecuting these cases. Others mocked welfare recipients who were lined up at a benefits office near the courthouse. ",Opinion,https://www.nytimes.com/2011/11/01/opinion/the-nypds-ticket-fixing-scandal.html
2011-11-01,Punishing Poverty,"Being poor and needing public assistance is not a crime. Yet some states and cities, including New York City, are gratuitously inflicting punitive measures on people who seek government help. ",Opinion,https://www.nytimes.com/2011/11/01/opinion/punishing-poverty.html
2011-11-01,Egyptians Rally for Blogger Jailed by Military,"Egyptian activists marched in Cairo on Monday night to demand the release of an imprisoned blogger and an end to military trials for civilians. Supporters of the blogger, Alaa Abd El Fattah, chanted slogans demanding his freedom as they rallied outside his cell.",Blogs,https://thelede.blogs.nytimes.com/2011/10/31/egyptians-rally-for-blogger-jailed-for-defying-military-prosecutor/
2011-11-01,A Storm Out of Season,"It sounds like the pitch for a Tim Burton movie: White Halloween. But Saturday night and Sunday morning were more frightful than amusing. The astonishing snowstorm that swept across the region left millions without power. Everywhere from West Virginia to New Hampshire, the landscape was a chaos of downed limbs, felled trees and snapped utility lines. Monday began in many places without school and electricity; in some, it looked as though even Halloween might be put on hold until the cleanup was further along. ",Opinion,https://www.nytimes.com/2011/11/01/opinion/a-storm-out-of-season.html
2011-11-01,It’s Lonely Without the Goldman Net,He was from Goldman Sachs.,Business Day,https://dealbook.nytimes.com/2011/10/31/its-lonely-without-the-goldman-net/
2011-11-01,"After a Kidnapping, Hackers Take On a Ruthless Mexican Crime Syndicate","MEXICO CITY — The hackers’ message, delivered via YouTube by a man wearing a red tie and a Guy Fawkes mask, was as bold and risky as anything produced by the Zetas, Mexico’s most ruthless crime syndicate. But this time, the Zetas were the target. ",World,https://www.nytimes.com/2011/11/01/world/americas/hackers-challenge-mexican-crime-syndicate.html
2011-11-01,Congressional Voting Records Show Few With Perfect Attendance,"WASHINGTON — Representative Don Young of Alaska likes to get around his home state, and he does not let his voting schedule get in the way. One Tuesday in July when his fellow House Republicans voted for their signature budget measure, known as Cut, Cap and Balance, Mr. Young was the only one among them to miss the vote, for a charity fishing trip in Whittier. ",U.S.,https://www.nytimes.com/2011/11/01/us/politics/congress-voting-records-show-few-with-perfect-attendance.html
