aligned_date,headline,text,section,url
2011-12-01,Pakistani Soldiers Died Near Long-Disputed Border,One day after Pakistan’s Army rejected an American characterization of airstrikes that killed 24 Pakistani soldiers on Saturday as accidental — calling them instead “an unprovoked attack of blatant aggression” — the military’s public relations wing released video of the two border posts hit in the raid.,Blogs,https://thelede.blogs.nytimes.com/2011/11/30/pakistan-releases-video-of-border-posts-hit-in-deadly-air-strike/
2011-12-01,New York State's Testing Director Resigns ,"The director of New York State's testing program resigns on the same day state officials drop a plan to extend the length of reading tests given to students in grades three through eight, which principals had opposed.",Education,https://www.nytimes.com/schoolbook/2011/11/30/new-york-states-testing-director-resigns/
2011-12-01,Vexed in Venice,Bar hopping with a bunch of gondoliers at Christmas wasn’t Joan Juliet Buck’s style.,T Magazine,https://tmagazine.blogs.nytimes.com/2011/11/30/vexed-in-venice/
2011-12-01,A Live-Work Space in San Francisco,"Raveevarn Choksombatchai, a Thai-born architect and artist, lives and works in a ramshackle 2,000-square-foot building in SoMa.",Home & Garden,https://www.nytimes.com/interactive/2011/12/01/garden/20111201-LOCATION.html
2011-12-01,"In a San Francisco Home, a Vibrant Mix of Life and Work",SAN FRANCISCO,Home & Garden,https://www.nytimes.com/2011/12/01/garden/in-a-san-francisco-home-a-vibrant-live-work-mix-on-location.html
2011-12-01,Spruced Up for the Season,"MY vision was fairly good until I bought a home. Then a sort of blindness set in. The holes I drilled in my kitchen ceiling five years ago completely disappear whenever I walk into the room. I fail to see the pockmarks in the staircase. A light switch in my office has been covered by duct tape since early 2010, or so I’ve been told.",Home & Garden,https://www.nytimes.com/2011/12/01/garden/sprucing-up-your-front-door-for-the-season.html
2011-12-01,A Wonderland of Stage Toys,"ON summer evenings in the 1980s, in the garden of our home in London, my little brother and I would scale the stern of the H.M.S. Bounty. We would hoist ourselves up her sides and climb her invisible rigging. From high in the crow’s nest we could see Tahiti on the horizon. I would be Fletcher Christian; my little brother, William Bligh. Armed with a half-dozen wooden spears, he fought valiantly against the mutinous children and the natives from down the street and across the gardens, until the sun cast the sky red-violet and we were avenged, or called in for dinner, battle-weary. ",Home & Garden,https://www.nytimes.com/2011/12/01/garden/caroline-h-dworin-a-wonderland-of-london-stage-toys.html
2011-12-01,Jewelry Inspired by Architectural Details,"In high school, Rebecca Schiffman was embarrassed about living on the Upper East Side, which she considered uncool. But now she embraces the neighborhood, writing a blog about it called the U.E.S. Journal, and living in the same apartment on 88th Street where she grew up.",Home & Garden,https://www.nytimes.com/2011/12/01/garden/rebecca-schiffmans-jewelry-inspired-by-architectural-details.html
2011-12-01,The Gimme Guide,"IT may be better to give than to receive, but it sure is getting harder.",Home & Garden,https://www.nytimes.com/2011/12/01/garden/the-holiday-gimme-guide.html
2011-12-01,Branded Garbage Cans Stay Put,"Chad Silver, an artist, and his wife, Colu Henry, a public relations manager at Bon Appétit magazine, were having trouble with their garbage cans, which kept vanishing from outside their Williamsburg, Brooklyn, apartment. So Mr. Silver, inspired by “Gucci Gucci,” a song by Kreayshawn, a West Coast rapper whose lyrics can’t be printed in this newspaper, decided to brand his cans with gold stickers replicating the logos of the luxury labels Gucci, Fendi and Prada.",Home & Garden,https://www.nytimes.com/2011/12/01/garden/branded-garbage-cans-in-williamsburg-stay-put.html
