aligned_date,headline,text,section,url
2009-12-01,Millions of Jobless Lose Insurance Aid,"The changes that the health care bills in Congress envision are years away — not soon enough to help the millions of unemployed people who, on Monday, lost their temporary federal subsidies for health insurance. ",Health,https://prescriptions.blogs.nytimes.com/2009/11/30/millions-of-jobless-lose-insurance-aid/
2009-12-01,"News of Hockey, 11/30/09: DiPietro Returns to Practice","The oft-injured Islanders goalie Rick DiPietro returned to practice for the first time since being sidelined last season with knee problems. Islanders G.M. Garth Snow said that “if everything goes well, I would think the middle of December” is the target for the return of DiPietro, who played only five games last season. In his seven injury-plagued N.H.L. seasons, DiPietro has a career save percentage of just .905. He has 12 years remaining on his $67.5 million contract with the Islanders. ",Sports,https://slapshot.blogs.nytimes.com/2009/11/30/news-of-hockey-113009-dipietro-returns-to-practice/
2009-12-01,Obama’s Surge Strategy in Afghanistan,"Updated, Dec. 2, 10:15 p.m. | Clare Lockhart, co-founder of the Institute for State Effectiveness, joins our discussion and emphasizes the need to invest in Afghanistan’s young people.",Opinion,https://roomfordebate.blogs.nytimes.com/2009/11/30/obamas-surge-strategy-in-afghanistan/
2009-12-01,Clinging to the Forest Despite the Chaos,"EDOWINÑA, Venezuela  The hunt for the tapir, a large mammal that roams the remote Caura forest in southern Venezuela, began at dawn. Sunlight peeked through the tree canopy, a piece of one of South America’s last virtually pristine river basins. ",World,https://www.nytimes.com/2009/12/01/world/americas/01caura.html
2009-12-01,Showcase: Dubai’s Improbable Tale,"They journeyed to the desert emirate of Dubai by the tens of thousands. Laborers from small towns on the Indian subcontinent and white-collar executives from the capitals of Europe. They came seeking fortune, and they built a modern city unlike any the world had ever seen: a city with the world’s largest tower, an indoor ski slope and a honeymoon suite with a live whale shark in the window.",Multimedia/Photos,https://lens.blogs.nytimes.com/2009/11/30/showcase-85/
2009-12-01,"In Race of Opposites, Atlanta Votes Tuesday","ATLANTA  With the city’s voters heading to the polls on Tuesday, the neck-and-neck runoff for mayor has distilled into a sharp contrast between a self-styled outsider, Mary Norwood, who is appealing to voters who want a change, and the ultimate insider, Kasim Reed, who has amassed scores of endorsements from Atlanta’s political and business elites. ",U.S.,https://www.nytimes.com/2009/12/01/us/01atlanta.html
2009-12-01,"N.F.L. Quick Hits, Week 12: Could Kubiak Be Finished?",Andy Benoit is the founder of NFLTouchdown.com.,Sports,https://fifthdown.blogs.nytimes.com/2009/11/30/nfl-quick-hits-week-12-could-kubiak-be-finished/
2009-12-01,Europe’s Foreign Policy Guide Passes His Compass,"BRUSSELS  Javier Solana never hid his ambition to be the European Union’s first foreign minister under a new Constitution, and later, the Lisbon Treaty. In the end, European politics delayed the treaty’s passage until late this year, and Mr. Solana, now 67, who spent the last 10 years building the institutions of a European Union foreign service, yields Tuesday to a younger, less experienced figure  Catherine Ashton, 53, of Britain.",World,https://www.nytimes.com/2009/12/01/world/europe/01solana.html
2009-12-01,Manning Will Play; Pierce Lost for Season,"For Giants quarterback Eli Manning, the injury news was not as bad as it could have been. But for linebacker Antonio Pierce, the development was worse.",Sports,https://www.nytimes.com/2009/12/01/sports/football/01nfl.html
2009-12-01,Verdict Elusive in Baltimore Mayor’s Trial,"WASHINGTON  Six days into their deliberations, jurors in the trial of Mayor Sheila Dixon of Baltimore sent a note to the judge on Monday saying they had reached an impasse.",U.S.,https://www.nytimes.com/2009/12/01/us/01baltimore.html
