aligned_date,headline,text,section,url
2016-07-01,Federal Judge Blocks Indiana Abortion Law,"A federal judge on Thursday blocked an Indiana law that would have banned abortions based solely on a fetus’s disability or genetic anomaly, suggesting that it was an illegal limit on a woman’s long-established constitutional right.",U.S.,https://www.nytimes.com/2016/07/01/us/federal-judge-blocks-indiana-abortion-law.html
2016-07-01,Pop & Rock Listings for July 1-7,A selected guide to concerts in the New York City area.,Arts,https://www.nytimes.com/2016/07/01/arts/music/pop-rock-listings-for-july-1-7.html
2016-07-01,Trust Holds the Key to Whether a Bid for Hershey Succeeds This Time,"For the better part of the last century, there has been one major hurdle whenever Hershey Company was on the verge of a major deal: a charitable trust that controls about 81 percent of the voting power.",Business Day,https://www.nytimes.com/2016/07/01/business/dealbook/trust-holds-the-key-to-whether-a-bid-for-hershey-succeeds-this-time.html
2016-07-01,"Gathering to Remember Bill Cunningham, Outside the Picture Frame","At Bill Cunningham’s funeral on Thursday morning, Anna Wintour wore blue Carolina Herrera, Annette de la Renta had on a light pleated summer dress that went to the knee, and Mercedes Bass opted for basic black.",New York,https://www.nytimes.com/2016/07/01/nyregion/gathering-to-remember-bill-cunningham-outside-the-picture-frame.html
2016-07-01,How J.R.R. Tolkien Found Mordor on the Western Front,"IN the summer of 1916, a young Oxford academic embarked for France as a second lieutenant in the British Expeditionary Force. The Great War, as World War I was known, was only half-done, but already its industrial carnage had no parallel in European history.",Opinion,https://www.nytimes.com/2016/07/03/opinion/sunday/how-jrr-tolkien-found-mordor-on-the-western-front.html
2016-07-01,Jazz Listings for July 1-7,A selected guide to jazz performances in New York City.,Arts,https://www.nytimes.com/2016/07/01/arts/music/jazz-listings-for-july-1-7.html
2016-07-01,Battle for $40 Billion Empire Focuses on Redstone’s Mental State,"A throng of lawyers for Sumner M. Redstone and the two longtime confidants who have brought suits against him resumed arguments at a Massachusetts courthouse on Thursday, continuing a heated legal battle that could decide the fate of Mr. Redstone’s media empire.",Business Day,https://www.nytimes.com/2016/07/01/business/media/battle-for-40-million-empire-focuses-on-redstones-mental-state.html
2016-07-01,Court Halts Construction of Hudson River Park Backed by Barry Diller,"A New York State appeals court ordered on Thursday that work be temporarily halted on Pier 55, a 2.4-acre, $130 million park planned along the Hudson River and financed mostly by the billionaire businessman Barry Diller.",New York,https://www.nytimes.com/2016/07/01/nyregion/court-halts-construction-of-hudson-river-park-backed-by-barry-diller.html
2016-07-01,Quotation of the Day,“I can’t provide refugees fast enough for all the Canadians who want to sponsor them.”,Today’s Paper,https://www.nytimes.com/2016/07/01/todayspaper/quotation-of-the-day.html
2016-07-01,Puerto Rico Debt Relief Law Stirs Colonial Resentment,"SAN JUAN, P.R. — They shouted angrily about “colonialism” and called for a Prexit, or Puerto Rican exit, from the United States. They denounced the “junta” — or federal control board — that will soon direct this island’s failing governance and finances.",Business Day,https://www.nytimes.com/2016/07/01/business/dealbook/puerto-rico-debt-relief-law-stirs-colonial-resentment.html
2016-07-01,"With Rose and (Maybe) Noah, Knicks’ Rebuilding Strategy Heats Up","WINTER GARDEN, Fla. — Not so long ago, the Knicks appeared to be settling in for a long rebuilding under Phil Jackson, the team’s president. He preached patience and prudence, twin concepts that never really meshed with Carmelo Anthony’s stated desire to vie for championships — or at least a shot at the playoffs — while he still clung to some vestige of his prime.",Sports,https://www.nytimes.com/2016/07/01/sports/basketball/joakim-noah-knicks-turn-their-rebuilding-strategy-up-a-notch.html
2016-07-01,Slowdown in Merger Deals Attributed to Political Uncertainty,Uncertainty is often a deal breaker.,Business Day,https://www.nytimes.com/2016/07/01/business/dealbook/slowdown-in-merger-deals-attributed-to-political-uncertainty.html
2016-07-01,"Donald Trump, in a Trade Speech in New Hampshire, Veers Off to Jab Mexico","MANCHESTER, N.H. — Donald J. Trump was seven minutes into an address on Thursday on the loading dock of a shuttered lighting plant here in New Hampshire, reading from prepared remarks, when he turned his attention to Mexico. That country’s leaders are smarter than those in the United States, the presumptive Republican presidential nominee said.",U.S.,https://www.nytimes.com/2016/07/01/us/politics/donald-trump-campaign.html
2016-07-01,Dance Listings for July 1-7,A selected guide to dance performances in New York City.,Arts,https://www.nytimes.com/2016/07/01/arts/dance/dance-listings-for-july-1-7.html
2016-07-01,"Fewer New York Students Will Attend Summer School, Continuing a Trend","Fewer students will be required to go to summer school this year, the New York City Education Department said on Thursday, continuing a downward trend under Mayor Bill de Blasio.",New York,https://www.nytimes.com/2016/07/01/nyregion/fewer-new-york-students-will-attend-summer-school-continuing-a-trend.html
2016-07-01,Half of Williams’s Board Resigns After Vote to Oust C.E.O. Falls Short,"About half of the directors at the Williams Companies resigned on Thursday over disagreements about the future of the pipeline operator, three people with direct knowledge of the matter said. The moves followed the dismantling of its $38 billion merger with Energy Transfer Equity earlier in the week over a tax issue.",Business Day,https://www.nytimes.com/2016/07/01/business/dealbook/half-of-williamss-board-resigns-after-vote-to-oust-ceo-falls-short.html
2016-07-01,Joe Maddon’s Zaniness Keeps the Game Fun for His Cubs,"When the bullpen phone rang in the 15th inning of Tuesday’s road game in Cincinnati, Pedro Strop assumed he would start warming up. Strop is a relief pitcher, after all, and that is his job.",Sports,https://www.nytimes.com/2016/07/01/sports/baseball/joe-maddons-zaniness-keeps-the-game-fun-for-his-cubs.html
2016-07-01,Museum & Gallery Listings for July 1-7,A critical guide to exhibitions and installations in the New York area.,Arts,https://www.nytimes.com/2016/07/01/arts/design/museum-gallery-listings-for-july-1-7.html
2016-07-01,An Uphill Fight to Curb the Pull of New York City’s Lobbyists,"In a season rank with the stench of money in politics, you’d think that a piece of legislation that would strike a small blow for better government, a wiser use of public funds, would sail through the New York City Council.",New York,https://www.nytimes.com/2016/07/01/nyregion/an-uphill-fight-to-curb-the-pull-of-new-york-citys-lobbyists.html
2016-07-01,Syrians Stranded at Jordan’s Border Struggled to Survive. Then the Water Stopped.,"AMMAN, Jordan — In the middle of a roadless desert on the edge of Syria and Jordan, thousands of Syrian men, women and children have been living for months in tents made of head scarves and tarp.",World,https://www.nytimes.com/2016/07/01/world/middleeast/syrian-refugees-jordan.html
2016-07-01,"As Top Golfers Drop Out of Rio Games, Tennis Stars Still Seek Gold","WIMBLEDON, England — The list of entries for the tennis event at the Summer Olympics was announced on Thursday, and it was quite a contrast with the announcements that keep landing in our inboxes from the planet’s top golfers.",Sports,https://www.nytimes.com/2016/07/01/sports/tennis/as-top-golfers-drop-out-of-rio-games-tennis-stars-still-seek-gold.html
2016-07-01,New Jersey Legislature Fails to Reach Deal on Gas Tax,"New Jersey lawmakers failed to reach an agreement this week over plans to raise the state’s famously low gas tax, after Gov. Chris Christie threw his support behind one of two competing proposals.",New York,https://www.nytimes.com/2016/07/01/nyregion/new-jersey-legislature-fails-to-reach-deal-on-gas-tax.html
2016-07-01,Recruit’s Death Leads to Wider Investigation of Abuse in Marines,"TAYLOR, Mich. — Raheel Siddiqui was well on his way to becoming an American success story.",U.S.,https://www.nytimes.com/2016/07/01/us/recruits-death-leads-to-wider-investigation-of-abuse-in-marines.html
2016-07-01,Around Town for July 1-7,"A listing of discussions, film screenings, cultural activities and walking tours in New York City.",Arts,https://www.nytimes.com/2016/07/01/arts/around-town-for-july-1-7.html
2016-07-01,Luck Runs Out for a Leader of ‘Brexit’ Campaign,"LONDON — One day in 2004, Boris Johnson was interrupted on his morning jog by a pack of tabloid reporters massed outside his house in North London. They asked about rumors that Mr. Johnson, then editor of The Spectator magazine and a member of Parliament, had once had an extramarital affair, gotten his lover pregnant and paid for her abortion.",World,https://www.nytimes.com/2016/07/01/world/europe/boris-johnson-brexit-conservatives.html
2016-07-01,Spare Times for Children Listings for July 1-7,"A select guide to cultural events for children, teenagers and families.",Arts,https://www.nytimes.com/2016/07/01/arts/spare-times-for-children-listings-for-july-1-7.html
2016-07-01,Movie Listings for July 1-7,Read reviews of new releases and search our full database of thousands of films at nytimes.com/reviews/movies.,Movies,https://www.nytimes.com/2016/07/01/movies/movie-listings-for-july-1-7.html
2016-07-01,New Documents Question Timeline in Orlando Nightclub Massacre,"Wounded nightclub patrons, trapped inside a bathroom during a standoff with a heavily armed gunman, pleaded for the police to rescue them, according to newly released sheriff’s dispatch logs — with some of them telling 911 operators that they were bleeding to death, or losing their vision and the feeling in their limbs.",U.S.,https://www.nytimes.com/2016/07/01/us/new-documents-question-timeline-in-orlando-nightclub-massacre.html
2016-07-01,"Oh Se-jong, Olympic Speedskater Who Won Relay Gold, Dies at 33","Oh Se-jong, a South Korean speedskater who helped his country win the gold medal in the 5,000-meter relay at the 2006 Winter Olympics in Turin, Italy, died in a motorcycle collision Monday in Seoul. He was 33.",Sports,https://www.nytimes.com/2016/07/02/sports/olympics/oh-se-jong-olympic-speedskater-who-won-relay-gold-dies-at-33.html
2016-07-01,"Anahid Ajemian, Violinist and New-Music Champion, Dies at 92","Anahid Ajemian, a violinist known as an ardent champion of new music, died on June 13 at her home in Manhattan. She was 92.",Arts,https://www.nytimes.com/2016/07/01/arts/music/anahid-ajemian-violinist-and-new-music-champion-dies-at-92.html
2016-07-01,Backslash Neighbor,FRIDAY PUZZLE — You know a solve is going to be tough when your very first gimme is a misdirection about foreign currency (RIALS). I hope this doesn’t mean we’re going to have a tough solving holiday weekend.,Crosswords & Games,https://wordplay.blogs.nytimes.com/2016/06/30/backslash-neighbor/
2016-07-01,"Wassyl Slipak, Who Left Paris Opera for Ukraine War, Dies at 41","MOSCOW — Wassyl Slipak, a baritone at the Paris Opera who became a folk hero in his native Ukraine for returning home to fight in his country’s war in the east, was killed by sniper fire on Wednesday near the town of Debaltseve. He was 41.",World,https://www.nytimes.com/2016/07/01/world/europe/wassyl-slipak-who-left-paris-opera-for-ukraine-war-dies-at-41.html
2016-07-01,Few Newark Children Found to Have Elevated Lead After School Water Scare,"High levels of lead found in the drinking water of public schools in Newark do not appear to have caused widespread poisoning of children, the results of blood tests released by the school district indicate.",New York,https://www.nytimes.com/2016/07/01/nyregion/few-newark-children-found-to-have-elevated-lead-after-school-water-scare.html
