date,headline,abstract,lead_paragraph,section,url
2023-08-01,Biden Cancels Space Command Move to Alabama Amid Tuberville Feud,"The Pentagon said the decision was because of military readiness, but it comes as the Republican senator from Alabama has held up military promotions to protest an abortion access policy.","The Pentagon announced on Monday that President Biden had canceled an order by former President Donald J. Trump to move the United States Space Command headquarters to Alabama, prompting an outcry from Republicans who accused him of acting out of political spite amid a fierce partisan standoff over the Pentagon’s abortion access policies.",U.S.,https://www.nytimes.com/2023/07/31/us/biden-space-force-alabama-colorado.html
2023-08-01,Paul Reubens Was More Than Pee-wee. Here are 8 Great Performances.,He played dozens of memorable roles on big and small screens throughout his career. We’ve rounded up what to watch and where to watch it.,"Paul Reubens, who died on Sunday at age 70, will always be remembered for his beloved alter ego, the perpetually childlike Pee-wee Herman — a character so popular that it was able to carry a stage show, movies and a TV series. But Reubens also made memorable impressions playing a variety of supporting characters of the big and small screens — like Penguin’s father in “Batman Returns” and the turtleneck-wearing fixer Mr. Vargas in “The Blacklist,” just to name a few out of dozens.",Arts,https://www.nytimes.com/2023/07/31/arts/television/paul-reuben-pee-wee-herman-movies-tv-shows.html
2023-08-01,"Crunch Muscles, for Short",Kathryn Ladner branches out.,Jump to: Today’s Theme | Tricky Clues | Solving Tip,Crosswords & Games,https://www.nytimes.com/2023/07/31/crosswords/daily-puzzle-2023-08-01.html
2023-08-01,"After Paying Lawyers, Trump’s PAC Is Nearly Broke",The scramble to cover legal bills for former President Donald J. Trump and his associates has prompted what appears to be the largest refund in federal campaign finance history.,"Former President Donald J. Trump’s political action committee, which began last year with $105 million, now has less than $4 million left in its account after paying tens of millions of dollars in legal fees for Mr. Trump and his associates.",U.S.,https://www.nytimes.com/2023/07/31/us/politics/trump-pac-filing.html
2023-08-01,Tuesday Briefing,The details of Ukraine’s drone strikes.,"A Times investigation found evidence that at least three different Ukrainian-made drone models had been used in attacks inside Russia, including Moscow, indicating a Ukrainian role in strikes that Kyiv has denied carrying out or declined to claim responsibility for. Ukraine is racing to scale up its drone fleet, and to attack more frequently in Russia.",Briefing,https://www.nytimes.com/2023/07/31/briefing/ukraine-strikes-trump-myanmar.html
2023-08-01,"Move Over, Men: Women Were Hunters, Too",Anthropologists are finding that women in modern foraging societies have played a major role in catching game.,"It’s often viewed as a given: Men hunted, women gathered. After all, the anthropological reasoning went, men were naturally more aggressive, whereas the slower pace of gathering was ideal for women, who were mainly focused on caretaking.",Science,https://www.nytimes.com/2023/08/01/science/anthropology-women-hunting.html
2023-08-01,Putin’s Crackdown Leaves Transgender Russians Bracing for Worse,"A new law underscores how Vladimir V. Putin is increasingly using the war in Ukraine as justification for greater restrictions on L.G.B.T.Q. life, portraying it as a consequence of deviant Western values.","Jan Dvorkin had raised and nurtured his adopted son in Moscow for seven years until, one day in May, the Russian authorities notified him they were revoking custody. A woman Mr. Dvorkin knew had filed an official complaint, saying that because he was transgender and gay, he was an unfit parent.",World,https://www.nytimes.com/2023/08/01/world/europe/russia-transgender-ban.html
2023-08-01,"Quotation of the Day: Scientists Revive Two Roundworms That Were Encased in Siberian Permafrost for 46,000 Years","Quotation of the Day for Tuesday, August 1, 2023.",“That’s the interest of science. You end somewhere you didn’t presume.”,Corrections,https://www.nytimes.com/2023/08/01/pageoneplus/quotation-of-the-day-scientists-revive-two-roundworms-that-were-encased-in-siberian-permafrost-for-46000-years.html
2023-08-01,"Corrections: Aug. 1, 2023","Corrections that appeared in print on Tuesday, Aug. 1, 2023.","A picture caption with an article on Friday about the 70th anniversary of the armistice that halted the Korean War misstated the length of that conflict. It lasted about three years and one month, not less than three years.",Corrections,https://www.nytimes.com/2023/08/01/pageoneplus/corrections-aug-1-2023.html
2023-08-01,Topline Results: July 2023 Times/Siena Poll of Registered Voters,"Responses from a survey of 1,329 registered voters nationwide, including an oversample of 818 registered Republican voters, conducted July 23-27, 2023","Responses from a survey of 1,329 registered voters nationwide, including an oversample of 818 registered Republican voters, conducted July 23-27, 2023",U.S.,https://www.nytimes.com/interactive/2023/08/01/us/elections/times-siena-poll-registered-voters-toplines.html
2023-08-01,Cross-Tabs: July 2023 Times/Siena Poll of the 2024 Race and National Issues,"President Biden and former President Donald J. Trump are tied in a 2024 rematch among all registered voters, according to a poll conducted by The New York Times and Siena College from July 23 to 27, 2023.","President Biden and former President Donald J. Trump are tied in a 2024 rematch among all registered voters, according to a poll conducted by The New York Times and Siena College from July 23 to 27, 2023.",U.S.,https://www.nytimes.com/interactive/2023/08/01/us/elections/times-siena-poll-registered-voters-crosstabs.html
2023-08-01,"After Investigation and Complaints, Twitter Removes ‘X’ on Headquarters",Residents near the company’s location in downtown San Francisco complained of “intense” flashing lights and feared for their safety.,"Workers on Monday dismantled a giant “X” sign that was only briefly displayed on the roof of Twitter’s headquarters in San Francisco after residents complained and the city issued a violation notice for lacking proper permits, according to local officials.",U.S.,https://www.nytimes.com/2023/08/01/us/twitter-x-logo-sf-headquarters.html
2023-08-01,The Covid Test Company That Got Into the Migrant Business,"DocGo, which was awarded a $432 million contract by New York City, moved migrants upstate. Some complained about how they were treated.",Good morning. It’s Tuesday. Today we’ll look at how a company that conducted Covid tests during the pandemic came to move hundreds of asylum seekers out of New York City — and what has happened since the migrants arrived in upstate communities.,New York,https://www.nytimes.com/2023/08/01/nyregion/the-covid-test-company-that-got-into-the-migrant-business.html
2023-08-01,Tropical Cyclone Kills 2 in Southern Japan,"Typhoon Khanun was hovering near Okinawa Prefecture days after an earlier tropical cyclone, Doksuri, brought death and destruction to China and the Philippines.","As wind and rain from a powerful tropical cyclone continued to lash southern Japan on Thursday, the authorities said the storm had left at least two people dead, injured at least 60 others and knocked out power to around 150,000 homes.",World,https://www.nytimes.com/2023/08/01/world/asia/typhoon-khanun-japan-china-doksuri.html
2023-08-01,Aung San Suu Kyi’s Prison Sentence Reduced in Myanmar,"The civilian leader, who was ousted in a coup in 2021, had six years cut from a 33-year prison sentence and five of her 19 convictions overturned, state television said.","The military government in Myanmar has reduced the prison sentence for Daw Aung San Suu Kyi, the Southeast Asian nation’s ousted civilian leader, by six years, a military spokesman said on Tuesday.",World,https://www.nytimes.com/2023/08/01/world/asia/aung-san-suu-kyi-pardon-myanmar.html
2023-08-01,Today’s Wordle Review,Our columnist reviews the day’s puzzle. Warning: Contains spoilers!,"Welcome to The Wordle Review. Be warned: This article contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",Crosswords & Games,https://www.nytimes.com/2023/08/01/crosswords/wordle-review-answer-773.html
2023-08-01,"Can the Race Really Be That Close? Yes, Biden and Trump Are Tied.",A Times/Siena poll suggests a slight Biden edge among voters who don’t like either candidate.,"After Democrats fared well against MAGA candidates in the midterms last year, it might have been reasonable to think that President Biden would have a clear advantage in a rematch against Donald J. Trump.",The Upshot,https://www.nytimes.com/2023/08/01/upshot/biden-trump-poll-2024.html
2023-08-01,Suspect in Gilgo Beach Killings Hears Catalog of Evidence Against Him,Suffolk County’s district attorney personally appeared at a brief session for the man accused of murder in three cases and named as the prime suspect in a fourth.,"The voices of those seated in a Long Island courtroom fell to a whisper on Tuesday as Rex Heuermann shuffled in, his hair rumpled, his wrists handcuffed and his mouth drawn tight.",New York,https://www.nytimes.com/2023/08/01/nyregion/gilgo-beach-murders-suspect-court.html
2023-08-01,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,"TUESDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below. For more Spelling Bee conversation, check out Deb Amlen’s weekly humor column, “Diary of a Spelling Bee Fanatic.”",Crosswords & Games,https://www.nytimes.com/2023/08/01/crosswords/spelling-bee-forum.html
2023-08-01,A Senator’s New Wife and Her Old Friends Draw Prosecutors’ Attention,"Unlike her husband, Nadine Menendez has lived a mainly private life. Investigators appear focused on the possibility that she or the senator received undisclosed gifts.","In early 2019, Senator Bob Menendez of New Jersey and his new girlfriend, Nadine Arslanian, were riding high.",New York,https://www.nytimes.com/2023/08/01/nyregion/nadine-menendez-federal-investigation.html
2023-08-01,More Republicans Say Trump Committed Crimes. But They Still Support Him.,"The share of Republicans saying the former president has committed “serious federal crimes” has grown modestly, according to a new poll from The New York Times and Siena College.",Donald J. Trump famously marveled during his first presidential campaign that he could shoot someone on Fifth Avenue and he would not lose any support.,U.S.,https://www.nytimes.com/2023/08/01/us/politics/trump-republicans-poll-crimes.html
2023-08-01,"Biden Shores Up Democratic Support, but Faces Tight Race Against Trump",A New York Times/Siena College poll found that President Biden is on stronger footing than he was a year ago — but he is neck-and-neck in a possible rematch against Donald Trump.,"President Biden is heading into the 2024 presidential contest on firmer footing than a year ago, with his approval rating inching upward and once-doubtful Democrats falling into line behind his re-election bid, according to a New York Times/Siena College poll.",U.S.,https://www.nytimes.com/2023/08/01/us/politics/biden-trump-poll.html
2023-08-01,New Voices Dominate Booker Prize Nominations,"Four of the 13 books that will compete for the prestigious literary award are debuts, in a longlist that the judges said was “defined by its freshness.”","A graceful novel about a squash prodigy battling grief on court, a dystopia that reimagines Ireland as a totalitarian state and a coming-of-age tale about a neurodiverse teenager are among 13 titles longlisted for this year’s Booker Prize.",Books,https://www.nytimes.com/2023/08/01/books/booker-prize-longlist.html
2023-08-01,‘Barbenheimer’ Isn’t Funny in Nuclear-Scarred Japan,The Japanese subsidiary of Warner Bros. criticized what it called insensitive promotion of “Barbie” by the company’s headquarters.,"To Americans eager for signs of life in an ailing cinema culture, the simultaneous box office success of the “Barbie” movie and the biopic “Oppenheimer” has been cause for celebration, with filmgoers embracing the jarring juxtaposition of the two very different blockbusters.",World,https://www.nytimes.com/2023/08/01/world/asia/japan-barbenheimer.html
2023-08-01,They Know What They Did. They’d Like You to Know Who They’ve Become.,These men have spent their entire adult lives in prison. How much punishment is enough?,These men have spent their entire adult lives in prison. How much punishment is enough?,Opinion,https://www.nytimes.com/video/opinion/100000008913839/louisiana-angola-prison.html
2023-08-01,They Know What They Did. They’d Like You to Know Who They’ve Become.,These men have spent their entire adult lives in prison. How much punishment is enough?,"Listening to the men in the short Opinion Video above is like encountering visitors from another planet. They are serving life sentences at Angola prison, in rural Louisiana, with little to no hope for release. Many are elderly; they have not seen the outside world, or their families, for decades.",Opinion,https://www.nytimes.com/2023/08/01/opinion/louisiana-angola-prison-mass-incarceration.html
2023-08-01,How Martin Wolf Understands This Global Economic Moment,"The economic journalist on the “shifts,” “shocks” and “fragilities” shaping this global economic moment.",The world economy has experienced many shocks over the past few years: A pandemic. Russia’s invasion of Ukraine. Skyrocketing inflation. These are the stories that have dominated headlines — and for good reason.,Opinion,https://www.nytimes.com/2023/08/01/opinion/ezra-klein-podcast-martin-wolf.html
2023-08-01,Being Underestimated Was Her Secret Weapon,"In “Flirting With Danger,” Janet Wallach tells the story of Marguerite Harrison, who traded a life of privilege to become America’s first international female spy.","Anyone complaining about a canceled Delta flight would do well to channel Marguerite Harrison. The United States’ first international female spy, Harrison crisscrossed the globe by rickshaw, propeller plane, camel, inflated goatskin raft and rail freight car and once brightly described a trans-Siberian voyage, in which she was wedged between sacks of tea and oats on the back of a troika in a blizzard, as “a rare and delightful experience.”",Books,https://www.nytimes.com/2023/08/01/books/review/janet-wallach-flirting-with-danger.html
2023-08-01,"‘Family Lore’ Is a Tender Tale of Sisterhood, With a Magical Twist","In Elizabeth Acevedo’s new novel, a family grapples with life and grief after their sister, who can predict death, decides to host a wake for herself.","Family is very often a fraught business, but make it a group of Dominican women with special gifts that include “an affinity for herbalism” and “an ear for the tenor of truth,” and family becomes a power tribe of ancestral legionnaires. These are the Marte sisters — Matilde, Flor, Pastora and Camila — who live at the center of Elizabeth Acevedo’s prismatic new novel, “Family Lore,” a labyrinthine tale of sisterhood and the chaos of love.",Books,https://www.nytimes.com/2023/08/01/books/review/family-lore-elizabeth-acevedo.html
2023-08-01,A Uyghur’s Lament for a Persecuted People,"In his memoir, “Waiting to Be Arrested at Night,” the poet Tahir Hamut Izgil evokes the fear and danger of daily life for a Chinese ethnic minority that has been the target of a brutal crackdown.","The Uyghur poet Tahir Hamut Izgil’s new memoir, “Waiting to Be Arrested at Night,” is an outlier among books about human rights. There are no scenes of torture, no violence and few sweeping proclamations about genocide. Izgil writes with calculated restraint. As his title suggests, the terror is in the anticipation.",Books,https://www.nytimes.com/2023/08/01/books/review/waiting-to-be-arrested-at-night-tahir-hamut-izgil.html
2023-08-01,The Arrogance of Samuel Alito,"In theory, there is no branch in the American constitutional system that exists above or beyond the reach of the others.","In theory, there is no branch in the American constitutional system that exists above or beyond the reach of the others.",Opinion,https://www.nytimes.com/2023/08/01/opinion/samuel-alito-ethics-supreme-court.html
2023-08-01,How You Should Change Your Workout Once You Hit 40,Making a few tweaks to your fitness habits — and mind-set — as you hit middle age can set you up for long-term mobility with less pain.,"Getting older doesn’t have to mean moving less. The key to longstanding fitness, experts say, is envisioning the kind of athlete you want to be 20, 30, even 40 years from now, and training smartly in the present for that future.",Well,https://www.nytimes.com/2023/08/01/well/move/workout-fitness-over-40.html
