date,headline,abstract,lead_paragraph,section,url
2016-02-01,Review: ‘NOW.’ Uses Technology to Pair Dancers Thousands of Miles Apart,"Eight performed this Pat Catterson work at the Tisch School of the Arts at New York University — joined by nine dancers from around the world, via Skype.","If you have used Skype, you know the sound: a low-fi digitization of numbers being pressed on a touch-tone phone, followed by a burbly version of ringing. Even if you grew up before the Internet age, the sound is familiar enough, though if someone answers on the other end, and the connection is good, then not just the voice but also the video image of that person appears, wherever he or she might be in the world.",Arts,https://www.nytimes.com/2016/02/01/arts/dance/review-now-uses-technology-to-pair-dancers-thousands-of-miles-apart.html
2016-02-01,Report Describes Lawyers’ Advice on Moving Suspect Funds Into U.S.,"The report is the result of an undercover investigation by Global Witness, a nonprofit group that has been pushing for stricter money-laundering rules.","With attention growing on the use of shell companies in high-end real estate, an activist organization released a report Sunday night that said several New York real estate lawyers had been caught on camera providing advice on how to move suspect money into the United States.",U.S.,https://www.nytimes.com/2016/02/01/us/report-describes-lawyers-advice-on-moving-suspect-funds-into-us.html
2016-02-01,Unpublished Black History,"Revealing moments in black history, with unpublished photos from The New York Times’s archives. We’ll add images daily in February.","Images from black history, drawn from old negatives, have long been buried in the yellowed envelopes and crowded bins of the New York Times archives.",U.S.,https://www.nytimes.com/2016/01/31/us/unpublished-black-history.html
2016-02-01,"Microcephaly, Spotlighted by Zika Virus, Has Long Afflicted and Mystified","Each year, an estimated 25,000 babies in the United States receive a diagnosis of microcephaly, an abnormally small head, but prognoses are hard to predict.","The images pouring out of Brazil are haunting: struggling newborns with misshapen heads, cradled by mothers who desperately want to know whether their babies will ever walk or talk.",Health,https://www.nytimes.com/2016/02/01/health/microcephaly-spotlighted-by-zika-virus-has-long-afflicted-and-mystified.html
2016-02-01,"Arnold Greenberg, Whose Manhattan Bookstore Fostered Wanderlust, Dies at 83","Mr. Greenberg left behind a law firm in favor of an independent bookstore, Complete Traveller, which he and his wife ran for more than three decades.","On the corner of 35th Street and Madison Avenue in Manhattan, in a small shop filled with shelves of books containing photographs and stories meant to entice readers to exotic locales, Arnold Greenberg found a place where his passions intersected.",New York,https://www.nytimes.com/2016/02/01/nyregion/arnold-greenberg-whose-manhattan-bookstore-fostered-wanderlust-dies-at-83.html
2016-02-01,"New Technologies Give Government Ample Means to Track Suspects, Study Finds","Fears that encrypted communication will prevent agencies from tracking terrorists are overstated, according to a study that included current and former intelligence officials.",WASHINGTON — For more than two years the F.B.I. and intelligence agencies have warned that encrypted communications are creating a “going dark” crisis that will keep them from tracking terrorists and kidnappers.,U.S.,https://www.nytimes.com/2016/02/01/us/politics/new-technologies-give-government-ample-means-to-track-suspects-study-finds.html
2016-02-01,Wine Here! A Football Bud Gets Competition,"Wine sales have been steadily growing faster than beer sales, especially around Super Bowl time.",Beer and football may go together like wine and cheese. But lately more and more people seem be favoring a Bordeaux over a Bud Light.,Sports,https://www.nytimes.com/2016/02/01/sports/football/for-the-super-bowl-wine-enthusiasts-more-than-hold-their-own.html
2016-02-01,"Beer Ads That Portray Women as Empowered Consumers, Not Eye Candy",Beer companies are rethinking the fraternity house imagery and sophomoric humor that long defined their advertising campaigns.,"For years, one of the main criticisms of beer advertising was that it tended to either objectify women or disregard them entirely. Marketers seemed to be too busy trying to appeal to the young male audience they knew would consistently drink beer by the case to worry about anyone else.",Business Day,https://www.nytimes.com/2016/02/01/business/media/beer-ads-that-portray-women-as-empowered-consumers-not-eye-candy.html
2016-02-01,U.S. Broadens Fight Against ISIS With Attacks in Afghanistan,The operations followed President Obama’s decision to expand the authority of American commanders to attack a new branch of the militant group in Afghanistan.,"WASHINGTON — The United States has carried out at least a dozen operations — including commando raids and airstrikes — in the past three weeks against militants in Afghanistan aligned with the Islamic State, expanding the Obama administration’s military campaign against the terrorist group beyond Iraq and Syria.",World,https://www.nytimes.com/2016/02/01/us/politics/us-broadens-fight-against-isis-with-attacks-in-afghanistan.html
2016-02-01,"Ethanol Mandate, a Boon to Iowa Alone, Faces Rising Resistance","A 2005 mandate requiring oil refiners to blend ethanol into gasoline has been a boondoggle for the rest of the country, and could face a congressional vote on its future.","AMES, Iowa — Tim Recker has been growing corn in this state his whole life, and using his crops to make ethanol almost as long, at first by the jar for his trucks, now by the barrel for the nation. That is in large part because Congress in 2005 mandated that oil refiners blend ethanol into gasoline.",U.S.,https://www.nytimes.com/2016/02/01/us/politics/ethanol-mandate-a-boon-to-iowa-alone-faces-rising-resistance.html
