date,headline,abstract,lead_paragraph,section,url
2016-09-01,­Recreation and Commerce Collide on New York’s Crowded Waterways,An accident involving a ferry and kayakers on the Hudson demonstrates the increasing demands on the rivers and other bodies of water around the city.,"The three siblings, two brothers and their sister, were on a kayaking trip on the Hudson River on Tuesday, celebrating the younger brother’s high school graduation with a sunset paddle.",New York,https://www.nytimes.com/2016/09/01/nyregion/recreation-and-commerce-collide-on-new-yorks-crowded-waterways.html
2016-09-01,A Silicon Valley Dream Collapses in Allegations of Fraud,"The disintegration of WrkRiot has gripped Silicon Valley, though it is a familiar tale to many who arrive with the dream of creating the next tech juggernaut.","SAN FRANCISCO — Like so many bright, young entrepreneurs these days, Isaac Choi arrived here last year, set up shop and promised employees that he would lead them to the Silicon Valley dream.",Technology,https://www.nytimes.com/2016/09/01/technology/a-silicon-valley-dream-collapses-in-allegations-of-fraud.html
2016-09-01,#HereIsMyAmerica,How well do politicians understand the multifaceted lives of black Americans? Or the lives of anyone of color?,How well do politicians understand the multifaceted lives of black Americans? Or the lives of anyone of color?,U.S.,https://www.nytimes.com/interactive/2016/08/31/us/hereismyamerica.html
2016-09-01,Brazil’s Ousted President,The new president faces the tough task of restoring Brazilians’ faith in their scandal-plagued political class.,"Brazil has had four elected presidents since democracy was restored in 1985. Two served out their terms. On Wednesday, Dilma Rousseff was the second to be ousted while in office amid political upheaval and allegations of wrongdoing.",Opinion,https://www.nytimes.com/2016/09/01/opinion/brazils-ousted-president.html
2016-09-01,Supreme Court Blocks North Carolina From Restoring Strict Voting Law,A deadlocked court refused to revive parts of the law that a federal appeals court had struck down as an effort to “target African Americans with almost surgical precision.”,WASHINGTON — A deadlocked Supreme Court on Wednesday refused to revive parts of a restrictive North Carolina voting law that a federal appeals court had struck down as an unconstitutional effort to “target African Americans with almost surgical precision.”,U.S.,https://www.nytimes.com/2016/09/01/us/politics/north-carolina-supreme-court-voting-rights-act.html
2016-09-01,Donald Trump’s Immigration Speech: Analysis,"Donald J. Trump delivered a speech in Phoenix on Wednesday that was expected to clarify his shifting stance on hard-line immigration policies, following a trip to Mexico to speak with President Enrique Peña Nieto.","Donald J. Trump delivered a speech in Phoenix on Wednesday that was expected to clarify his shifting stance on hard-line immigration policies, following a trip to Mexico to speak with President Enrique Peña Nieto.",U.S.,https://www.nytimes.com/interactive/2016/08/31/us/politics/trump-immigration-speech-live.html
2016-09-01,Spokesman’s Death Will Have Islamic State Turning to Its ‘Deep Bench’,"Though a lethal drone strike demonstrates progress against the militant group, ISIS has proved to be remarkably resilient and well prepared for the succession of key figures.","WASHINGTON — The reported death of the Islamic State’s senior propagandist and strategist, Abu Muhammad al-Adnani, in an American drone strike in northern Syria on Tuesday casts in sharp relief the immediate challenge the terrorist group faces in replacing one of its pivotal founding members.",World,https://www.nytimes.com/2016/09/01/world/middleeast/syria-isis-adnani.html
2016-09-01,Obama Heads to Asia Seeking Breakthrough on Trade and Climate Change,He is hoping to announce progress with China on the Paris climate accord and will state his case with other Asian countries on the Trans-Pacific Partnership.,"HONOLULU — President Obama set off on a trans-Pacific voyage on Wednesday, his 10th trip to Asia as president and most likely his last chance to showcase two of his most cherished projects: the focus on Asia and the campaign to curb climate change.",U.S.,https://www.nytimes.com/2016/09/01/us/politics/obama-heads-to-asia-seeking-breakthrough-on-trade-and-climate-change.html
2016-09-01,Caroline Wozniacki Rallies From Early Deficit to Win,"Wozniacki, down by 0-4, love-30 in the first set, defeated ninth-seeded Svetlana Kuznetsova, 6-4, 6-4.","From the player’s box at Arthur Ashe Stadium, Piotr Wozniacki was desperately trying to calm his daughter down below. His signals were nothing fancy or too intricate. Just palms down: Take it easy. Hands pushing forward: Move up toward the baseline during rallies.",Sports,https://www.nytimes.com/2016/09/01/sports/tennis/us-open-caroline-wozniacki-svetlana-kuznetsova.html
2016-09-01,De Blasio and Police Pushing Safety at J’ouvert Celebration in Brooklyn,"A year after two men, one a former aide to Gov. Andrew M. Cuomo, were murdered amid the predawn revelry, New York City officials are pledging to reduce violence at the event.","A year after two men, one a former aide to Gov. Andrew M. Cuomo, were killed in Brooklyn in separate episodes amid the predawn celebration known as J’ouvert, Mayor Bill de Blasio and the police are promising that the annual event will be safer this time.",New York,https://www.nytimes.com/2016/09/01/nyregion/de-blasio-and-police-pushing-safety-at-jouvert-celebration-in-brooklyn.html
2016-09-01,"Dr. Joy Browne, Long-Running Psychologist of the Airwaves, Dies at 71","Dr. Browne, the syndicated radio and television therapist, dispensed advice, earnest inspiration and gentle goading for nearly four decades.","Dr. Joy Browne, the syndicated radio and television psychologist who dispensed advice and earnest inspiration over the air for nearly four decades, died on Saturday in Manhattan. She was 71 and still hosting her daily three-hour radio program.",Arts,https://www.nytimes.com/2016/09/01/arts/television/dr-joy-browne-on-air-psychologist-dies-at-71.html
2016-09-01,"Mets Have to Rely on a Replacement for Neil Walker, but He Comes Up Big","Kelly Johnson hit a bases-clearing double in the eighth inning, sealing the win; the Mets said Walker would most likely have season-ending back surgery.","Manager Terry Collins had just watched the Mets claim a dramatic victory over a division rival they are fighting for a playoff spot, but he knew that the win was somewhat soured because the injury bug that has repeatedly bitten the club this season had claimed another vital piece.",Sports,https://www.nytimes.com/2016/09/01/sports/baseball/ny-mets-miami-marlins-neil-walker-back-surgery.html
2016-09-01,Gallery Hopes to Sell Kanye West’s ‘Famous’ Sculpture for $4 Million,"The Los Angeles gallery Blum & Poe, which hosted the ‘Famous’ exhibition, is projecting a hefty price tag for the work.","LOS ANGELES — Four million dollars. That’s what a Los Angeles gallery is hoping to get for Kanye West’s “Famous” sculpture, a hyper-realistic silicone homage to 12 of the biggest names in pop culture.",Arts,https://www.nytimes.com/2016/09/01/arts/design/gallery-hopes-to-sell-kanye-wests-famous-sculpture-for-4-million.html
2016-09-01,Quotation of the Day,"Quotation of the day for Thursday, September 1, 2016.","“You feel like you’re drowning and you’re trying to get some air, but people are just pouring more water into the pool.”",Today’s Paper,https://www.nytimes.com/2016/09/01/todayspaper/quotation-of-the-day.html
2016-09-01,"At Once a Taskmaster and a Friend, Tennis Coaches Rise in Prominence",Tennis players preparing for major tournaments rely on their coaches along the lonely road of competition.,"In the semifinals of the Western and Southern Open outside Cincinnati two weeks ago, rain delayed the start of a match between Grigor Dimitrov and Marin Cilic until 11:30 p.m.",Sports,https://www.nytimes.com/2016/09/01/sports/tennis/tennis-coaches-rise-in-prominence.html
2016-09-01,"Anthony Weiner, Who Always Had Something to Say, Goes Silent","After being caught for a third time sending lewd messages on social media, the former congressman is uncertain about his future, friends say.","For the first time since before the first time he ruined his own life — not to mention the second time, and the third — Anthony D. Weiner is off Twitter.",New York,https://www.nytimes.com/2016/09/01/nyregion/anthony-weiner-who-always-had-something-to-say-goes-silent.html
2016-09-01,Having a Variable Identity,A very modern theme by Ben Tausig.,"THURSDAY PUZZLE — It’s very hard to be an objective judge of a puzzle when the theme affects you personally, so I’ll just admit that Ben Tausig’s puzzle struck me right in the heart. And it’s not just because it manages to pull off a really neat constructing trick called a Schrödinger theme (described below), but also because I have a young adult child who happens to be GENDER FLUID. And this concept of gender existing on a continuum instead of a binary (male or female only) is the theme of our crossword puzzle today.",Crosswords & Games,https://www.nytimes.com/2016/09/01/crosswords/having-a-variable-identity.html
2016-09-01,French Group Suspends Three Players for Unprofessional Behavior,"Three young French players seeded at the United States Open — Benoit Paire, Kristina Mladenovic and Caroline Garcia — have all been provisionally suspended by the French tennis federation.","Tennis is said to have taken its name from the French word “tenez,” and the sport’s vocabulary has been built around the French language since its origins. But right now, the most appropriate term to describe the rising generation of French tennis players may be “enfants terribles.”",Sports,https://www.nytimes.com/2016/09/01/sports/tennis/paire-mladenovic-garcia-french-suspension.html
2016-09-01,All Impeachments Are Political. But Was Brazil’s Something More Sinister?,"Supporters of Dilma Rousseff say her opponents exploited the law to oust her as president. While there is some truth to that, Brazil’s political system itself may be to blame.",WASHINGTON — Was the impeachment of Dilma Rousseff as the president of Brazil on Wednesday a coup?,World,https://www.nytimes.com/2016/09/01/world/americas/brazil-impeachment-coup.html
2016-09-01,"For Some N.H.L. Players, a Welcome Shot at Olympic Qualifying","Thanks to a scheduling change, players like the Flyers’ Pierre-Eduoard Bellemare, a Frenchman, can play for their countries in final qualifying tournaments.","Less than two weeks after the closing ceremony at the Rio Olympics, the 2018 Pyeongchang Winter Games are the last thing on the minds of most people.",Sports,https://www.nytimes.com/2016/09/01/sports/hockey/2018-pyeongchang-olympics-qualifying.html
2016-09-01,Ryan Harrison Upsets Hobbled Milos Raonic,"Harrison, an American, defeated an injured Raonic in four sets. For the past two years, Harrison has not cracked the top 100.","The list of opponents that Ryan Harrison has had to tangle with in the first two rounds of major tournaments reads like a who’s who of men’s tennis: Rafael Nadal, Andy Murray, Novak Djokovic (twice), Marin Cilic and John Isner, to name a few.",Sports,https://www.nytimes.com/2016/09/01/sports/tennis/ryan-harrison-upsets-no-5-milos-raonic.html
2016-09-01,Brooklyn Man Recalls 2013 Beating and His Pleas for Help,"“I was kicked in the face. I was dragged,” Taj Patterson, who says he was beaten by a group of Hasidic Jews in the Williamsburg neighborhood, testified in State Supreme Court.","A few days after Thanksgiving 2013, a woman was driving down Flushing Avenue in Williamsburg, Brooklyn, when suddenly, lurching from the street, a man ran toward her car, banging on her window and hollering for help. It was nearly 4:30 a.m. The man was young, black, terrified. The woman kept driving but quickly placed a call to 911.",New York,https://www.nytimes.com/2016/09/01/nyregion/brooklyn-man-recalls-2013-beating-and-his-pleas-for-help.html
2016-09-01,"CiCi Bellis Advances to Third Round, No Longer a One-Match Wonder","Bellis defeated a fellow American, Shelby Rogers, 2-6, 6-2, 6-2, and will next play second-seeded Angelique Kerber.",CiCi Bellis crouched to her knees and put her hand to her chest with a glazed look of utter disbelief. Then she leapt and skipped in the air.,Sports,https://www.nytimes.com/2016/09/01/sports/tennis/cici-bellis-defeats-shelby-rogers-us-open.html
2016-09-01,Anastasija Sevastova’s Time Away Pays Off in Defeat of No. 3 Garbiñe Muguruza,"A year and a half into her return, Sevastova, ranked 48th, advanced with a 7-5, 6-4 win.","Anastasija Sevastova left tennis in 2013, retiring at age 23 after being worn down physically and mentally by the tour.",Sports,https://www.nytimes.com/2016/09/01/sports/tennis/anastasija-sevastovas-upset-no-3-garbine-muguruza-us-open.html
2016-09-01,"‘Mr. Robot’ Season 2, Episode 9: A Bad Dream",This week’s episode carried over its predecessor’s horror-movie vibe.,"Sure, the “Full House” meets “ALF” mash-up sequence from two episodes ago got the most ink. (Understandably!) But when it comes to painstaking recreations of outmoded aesthetics, the show’s slasher parody “The Careful Massacre of the Bourgeoisie” is clearly the retro Rosetta stone for “Mr. Robot.” While no one was murdered onscreen, this week’s episode carried over its predecessor’s horror-movie vibe, and then some. Flickering lights, dark hallways, doppelgängers, menacing knocks at the door, a generalized sense of impending doom: “eps2.7_init_5.fve” was about as creepy as you can get without a serial killer or supernatural entity stalking the cast.",Arts,https://www.nytimes.com/2016/08/31/arts/television/mr-robot-season-2-episode-9-a-bad-dream.html
2016-09-01,The Duplicity of Donald Trump,"He is not only a bully, but also something of a coward, who lacks the force of his convictions — or who lacks basic convictions at all.","Donald Trump is the internet troll of presidential politics. When he’s securely removed from the objects of his scorn, he’s tough as nails; when he’s in their presence, he quivers like a bowl of Jell-O.",Opinion,https://www.nytimes.com/2016/09/01/opinion/campaign-stops/the-duplicity-of-donald-trump.html
2016-09-01,Donald Trump’s Deportation Nation,A trip to Mexico and a speech in Phoenix don’t add substance to Donald Trump’s bluster about thwarting evil foreigners.,It’s ridiculous that Donald Trump’s immigration proposals — not so much a policy as empty words strung together and repeated — should have propelled him as far as they have. This confounding situation hit peak absurdity on Wednesday.,Opinion,https://www.nytimes.com/2016/09/01/opinion/donald-trumps-deportation-nation.html
2016-09-01,"Corrections: September 1, 2016","Corrections appearing in print on Thursday, September 1, 2016.",NATIONAL,Corrections,https://www.nytimes.com/2016/09/01/pageoneplus/corrections-september-1-2016.html
2016-09-01,"36 Hours in the Cinque Terre, Italy","Explore street view, find things to do in the Cinque Terre and sign in to your Google account to save your map.","Explore street view, find things to do in the Cinque Terre and sign in to your Google account to save your map.",Travel,https://www.nytimes.com/interactive/2016/09/01/travel/36-hours-cinque-terre-italy.html
2016-09-01,"Trailing Hillary Clinton, Donald Trump Turns to Political Gymnastics","Mr. Trump is trying to avoid discussion of his former campaign pledges without renouncing them, and to make conciliatory gestures without withdrawing offensive remarks.","Donald J. Trump’s campaign was teetering early last month, with an increasingly isolated candidate and a downcast staff that seemed to lurch from crisis to crisis. Having fired his campaign chairman and retooled his message, Mr. Trump was still far behind Hillary Clinton in the polls, and Republicans were running away from him.",U.S.,https://www.nytimes.com/2016/09/01/us/politics/trump-campaign.html
2016-09-01,Raindrops Fall. Roof Closes. Fans Cheer. Play Resumes.,The retractable roof over Arthur Ashe Stadium was closed during a match for the first time as rain started falling while Rafael Nadal and Andreas Seppi were playing.,It was midway through an otherwise unremarkable second-round match for Rafael Nadal when the first traces of condensation began to materialize on the blue court surface around him.,Sports,https://www.nytimes.com/2016/09/01/sports/tennis/roof-closed-arthur-ashe-stadium-us-open.html
2016-09-01,Haider Ackermann Named Creative Director of Berluti,Expect more disruption in the men’s wear world as the designer known for his high romance enters the big leagues.,"In a move that underscores both the upheaval in the men’s wear world and the new equality of the sexes in fashion, Berluti, the anchor men’s wear label in the LVMH stable, announced on Thursday that it had named Haider Ackermann, a designer known largely for the edgy high romance of his namesake women’s line, as creative director.",Fashion & Style,https://www.nytimes.com/2016/09/01/fashion/berluti-haider-ackermann-creative-director.html
