date,headline,abstract,lead_paragraph,section,url
2022-05-01,"Ukrainian officials said they found the bodies of three men in Bucha, with signs they had been ‘tortured.’","A police chief said that victims’ bodies were discovered in a forest, and showed signs of mutilation.","The bodies of three men were found in a pit near Bucha, a few miles west of Kyiv, Ukraine’s capital, with signs that the civilians had been “tortured to death” by Russian troops, the regional police chief said on Saturday.",World,https://www.nytimes.com/2022/05/01/world/three-men-dead-bucha-ukraine-war.html
2022-05-01,The Horror Of Bucha,The war’s worst atrocities have been discovered in this little Ukrainian town not far from the capital of Kyiv.,The war’s worst atrocities have been discovered in this little Ukrainian town not far from the capital of Kyiv.,Homepage,https://www.nytimes.com/slideshow/2022/04/30/homepage/the-horror-of-bucha.html
2022-05-01,"For One Man, the N.F.L. Draft’s ‘Mr. Irrelevant’ Meant a Lot",Paul Salata made a point of celebrating the last player selected in the draft. His family carried on the tradition by honoring the 262nd pick on Saturday.,"LAS VEGAS — Only the hardiest of N.F.L. fans stick around to watch the end of the third and final day of the draft. To Paul Salata, it was pure joy.",Sports,https://www.nytimes.com/2022/05/01/sports/football/mr-irrelevant-nfl-draft.html
2022-05-01,Are the Next Global Tennis Stars Among These Tweens?,"The search for elite players is so competitive that IMG, the agency that once ruled tennis, is cultivating preteens to find the next prodigy, giving them access to representatives from the pro tours and Nike.","ACHARNES, Greece — Behold Dominik Defoe. Ten years old and barely taller than the net. Golden brown shoulder-length curls bouncing in the air as he chases and crushes tennis balls, which he does better than just about any kid his age.",Sports,https://www.nytimes.com/2022/05/01/sports/tennis/img-tournament-tennis-teens.html
2022-05-01,Ukrainian Diva Replacing Netrebko at the Met Wears Her Country’s Flag,"The soprano Liudmyla Monastyrska, replacing the Russian superstar Anna Netrebko at the Met in “Turandot,” wrapped herself in a Ukrainian flag for her curtain call.","Liudmyla Monastyrska, the Ukrainian soprano, sang the title role in “Turandot” at the Metropolitan Opera on Saturday night in place of the Russian diva Anna Netrebko, whom the company dropped over her past support of President Vladimir V. Putin of Russia.",Arts,https://www.nytimes.com/2022/05/01/arts/ukrainian-soprano-flag-anna-netrebko.html
2022-05-01,"Quotation of the Day: They Grew Up in the U.S., but Can’t Stay After They Turn 21","Quotation of the Day for Sunday, May 1, 2022.","“I don’t think people who originally wrote the laws foresaw a situation where children brought here on visas would be raised and educated here, but not have a clear opportunity to stay and become Americans.”",Today’s Paper,https://www.nytimes.com/2022/05/01/todayspaper/quotation-of-the-day-they-grew-up-in-the-us-but-cant-stay-after-they-turn-21.html
2022-05-01,"Corrections: May 1, 2022","Corrections that appeared in print on Sunday, May 1, 2022.","An article on Page 20 this weekend about the use of natural Black hairstyles in TV and film misstates the given name of one of the stars of “Coming 2 America.” She is Bella Murphy, not Bria Murphy.",Corrections,https://www.nytimes.com/2022/05/01/pageoneplus/corrections-may-1-2022.html
2022-05-01,"Jokes, Glamour and a Try for Normalcy as Correspondents’ Dinner Returns","Amid concerns about Covid, President Biden offered some humor and received his own ribbing at the White House Correspondents’ Dinner, a ritual that had gone on hiatus during the pandemic.","WASHINGTON — The jokes were back, the celebrities were back, the president was back. The only question was whether Covid was back.",U.S.,https://www.nytimes.com/2022/05/01/us/politics/white-house-correspondents-dinner.html
2022-05-01,Deaths of foreign fighters draw renewed attention to the military volunteers in Ukraine.,At least three foreigners have been killed fighting with Ukraine’s International Legion. One analyst said many would-be volunteers underestimated the danger from Russian forces.,"The deaths of three foreigners killed this week while fighting with Ukrainian forces has drawn renewed attention to thousands of largely unregulated volunteers who have gone to fight Russia’s invasion, some of them accepted into an international legion.",World,https://www.nytimes.com/2022/05/01/world/europe/foreign-legion-volunteers.html
2022-05-01,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,"SUNDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",Crosswords & Games,https://www.nytimes.com/2022/05/01/crosswords/spelling-bee-forum.html
