date,headline,abstract,lead_paragraph,section,url
2013-02-01,What’s the Worst — and Best — Metro in the World?,Prince Charles took the London underground to mark the 150th anniversary of the launch of subterranean travel in the British capital. Share your subway experiences with Rendezvous.,LONDON — Prince Charles on the London tube! What’s next?,World,https://rendezvous.blogs.nytimes.com/2013/01/31/whats-the-worst-and-best-metro-in-the-world/
2013-02-01,Oregon Man Convicted in Holiday Bombing Plot,Mohamed Osman Mohamud was found guilty of pushing a button that turned out to be an F.B.I. decoy device at a Christmas tree lighting ceremony in 2010 in Portland.,"PORTLAND, Ore. — A 21-year-old Somali-American arrested here in late 2010 after pushing a cellphone button to trigger what he believed was a huge car bomb — in fact an elaborate and inert F.B.I. decoy device — was convicted on Thursday in Federal District Court of attempting to use a weapon of mass destruction. He faces up to life in prison.",U.S.,https://www.nytimes.com/2013/02/01/us/man-21-convicted-in-oregon-bomb-plot.html
2013-02-01,"Roomy Khan, Figure in Galleon Insider Case, Sentenced to One Year in Prison","Roomy Khan, a central figure in the insider-trading investigation that led to the conviction of the hedge fund manager Raj Rajaratnam, was sentenced to one year in prison. In a separate case, Jason Pflaum, who gathered evidence about his former boss, the hedge fund manager Samir Barai, received probation.","Roomy Khan, a central figure in the investigation that led to the conviction of the hedge fund manager Raj Rajaratnam, was sentenced to one year in prison on Thursday for illegally passing inside information and obstructing justice.",Business Day,https://dealbook.nytimes.com/2013/01/31/roomy-khan-figure-in-galleon-insider-case-sentenced-to-one-year-in-prison/
2013-02-01,"As NATO Prepares for Afghan Withdrawal, Uzbekistan Seeks War’s Leftovers",Uzbekistan wants to make a deal as the Western allies leave Afghanistan: it will provide the roads for shipping equipment out if the coalition leaves some of it behind.,"MOSCOW — With planning for the Western military withdrawal from Afghanistan in full swing, officials in Uzbekistan want to make a deal: we will provide the roads out if you leave some of those extra vehicles and supplies behind for us.",World,https://www.nytimes.com/2013/02/01/world/asia/uzbekistan-wants-natos-leftovers-from-afghanistan.html
2013-02-01,Kidd Cautious About Return ,"Jason Kidd and Knicks Coach Mike Woodson differed slightly on whether Kidd, nursing a back injury, would play Friday against the Milwaukee Bucks.","Jason Kidd and Coach Mike Woodson said Thursday that it was a mutual decision to rest Kidd in the Knicks’ victory over the Orlando Magic on Wednesday. But the two differed slightly on whether Kidd, with an ailing lower back, would play on Friday against the Milwaukee Bucks. ",Sports,https://www.nytimes.com/2013/02/01/sports/basketball/knicks-jason-kidd-still-cautious-about-return.html
2013-02-01,League Hopes to Make Another Move on Concussions,"By next season, the N.F.L. hopes to have independent specialists capable of diagnosing and treating concussions on the sidelines during games.","NEW ORLEANS — The N.F.L. hopes by next season to have independent specialists capable of diagnosing and treating concussions on the sidelines during games, the league’s top lawyer said Thursday.",Sports,https://fifthdown.blogs.nytimes.com/2013/01/31/league-hopes-to-make-another-move-on-concussions/
2013-02-01,"U.C.L.A. Receives More Than 90,000 Applications for Fall 2013","While gathering The Choice blog’s annual application tally for the freshman class of 2013, one thing is clear: The competitive landscape of college admissions has yet to reach a tipping point.",,World,https://india.blogs.nytimes.com/2013/01/31/u-c-l-a-receives-more-than-90000-applications-for-fall-2013/
2013-02-01,Genetic Changes to Food May Get Uniform Labeling,A move by Wal-Mart to require labels on products that contain genetically engineered ingredients could be influential in developing a national labeling program.,"With Washington State on the verge of a ballot initiative that would require labeling of some foods containing genetically engineered ingredients and other states considering similar measures, some of the major food companies and Wal-Mart, the country’s largest grocery store operator, have been discussing lobbying for a national labeling program.",Business Day,https://www.nytimes.com/2013/02/01/business/food-companies-meet-to-weigh-federal-label-for-gene-engineered-ingredients.html
2013-02-01,Perry’s Agenda Touches on Both Policy and Politics,"The governor’s State of the State address was subtler than the one he gave two years ago, when he was setting up for a presidential run, but it was still political.","Ross Ramsey, the executive editor at The Texas Tribune, writes a column for The Tribune.",U.S.,https://www.nytimes.com/2013/02/01/us/perrys-agenda-touches-on-both-policy-and-politics.html
2013-02-01,Fire in Gaza Kills Family and Stirs Rage Against the Power Company,"The fire was the latest in a series of house fires, most started by candles, in power-starved Gaza, and it set off bitter finger-pointing.","GAZA — Twelve hours after Palestinian electricity workers cut off power to a building because of nonpayment by one of the tenants, it went up in flames on Thursday, killing a married couple and their four children, ages 3 months to 7 years.",World,https://www.nytimes.com/2013/02/01/world/middleeast/deadly-house-fire-stirs-anger-in-gaza.html
2013-02-01,Long Haul Taking on a History of Scandal,"As far back as 1917, with the impeachment of Gov. James E. Ferguson for misapplication of public funds, ethics scandals have tainted Texas lawmakers and those who do business with them.",There was no reason to suspect that the 1971 session of the Texas Legislature would be much different from the ones that preceded it.,U.S.,https://www.nytimes.com/2013/02/01/us/texas-long-haul-taking-on-political-scandal.html
2013-02-01,Higher Flood-Zone Rebuilding Is Allowed,Mayor Michael R. Bloomberg’s emergency executive order allows Hurricane Sandy building owners in new federal flood zones to rebuild higher without violating existing codes.,An emergency executive order signed Thursday by Mayor Michael R. Bloomberg allows property owners with buildings damaged by Hurricane Sandy in newly designated federal flood zones to rebuild higher without violating existing building codes. ,New York,https://www.nytimes.com/2013/02/01/nyregion/bloomberg-order-allows-hurricane-victims-to-rebuild-higher.html
2013-02-01,"Stoudemire, With a Reshaped Game, Is Fitting in Nicely","After struggling last season, the Knicks’ front-line stars — Carmelo Anthony, Amar’e Stoudemire and Tyson Chandler — are now dominating together on offense.",The question of how Amar’e Stoudemire’s return from knee surgery would affect the Knicks loomed menacingly over the team’s early-season success.,Sports,https://offthedribble.blogs.nytimes.com/2013/01/31/stoudemire-with-a-reshaped-game-is-fitting-in-nicely/
2013-02-01,Alan Cumming’s ‘Macbeth’ Will Join a Crowd of Solo Stars on Broadway,"With the addition of Alan Cumming in “Macbeth,” there are now four plays opening on Broadway this spring that are essentially solo performances.","Broadway producers have always relied on star actors to generate ticket sales for shows, but this spring some stars are the shows, with four plays now on tap that are essentially solo performances. The latest is an avant-garde production of “Macbeth,” with the Tony Award winner Alan Cumming (“Cabaret”) performing most of the characters in the Shakespeare classic; it will begin preview performances on April 7 at the Ethel Barrymore Theater and open on April 21, the producer Ken Davenport announced on Thursday.",Arts,https://artsbeat.blogs.nytimes.com/2013/01/31/alan-cummings-macbeth-will-join-a-crowd-of-solo-stars-on-broadway/
2013-02-01,Russia Revives the Namesake of ‘Uncle Joe’,"The city government of Volgograd voted to officially restore its onetime Communist-era name, Stalingrad, for six days each year.","MOSCOW — No, there are no plans to revive the gulag. But the city government of Volgograd voted unanimously on Thursday to officially restore its onetime Communist-era name, Stalingrad, for six days each year.",World,https://www.nytimes.com/2013/02/01/world/europe/volgograd-named-stalingrad-again-at-least-sometimes.html
2013-02-01,GTT ★,"Our quirky, discerning picks for the most interesting things to do around the state this week.","Our quirky, discerning picks for the most interesting things to do around the state this week.",U.S.,https://www.nytimes.com/2013/02/01/us/mardi-gras-and-musicians-remembered.html
2013-02-01,Plan for Older Students Faces Obstacles,"One in five Texans older than 25 does not have a high school diploma, and efforts to change that are hampered by a state law that cuts off public-education financing at 26.","In 2009, all that stood between Anita Rodriguez and a high school diploma was one standardized test. She was a student at the Austin Independent School District, and had the required credits for graduating but could not pass her TAKS math exam. ",U.S.,https://www.nytimes.com/2013/02/01/us/texas-program-for-older-high-school-students-faces-obstacles.html
2013-02-01,Philosopher Kings and Fiscal Cliffs,"Exploiting the public’s confusion about fiscal policy for political advantage is a danger not just to the economy, but to democracy.","Plato had a famously dim view of democracy. He regarded politics as a craft, and thought that understanding the essence of a craft is to have expertise. Plato argues that we cannot hope the multitude to achieve expertise in the craft of governing. They are too easily misled by sophists. It followed, for Plato, that democracy must be rejected as a just system of governance. It is “probable that the origins of tyranny are found nowhere else than in the democratic regime.” (“The Republic”). A just system of government must have a philosopher king, who understands the essences of things. Translated into the modern context, Plato’s view is that the only just system of government is one that is run by one or several experts in economics and public policy. The multitude is too easily swayed by propaganda.",Opinion,https://opinionator.blogs.nytimes.com/2013/01/31/philosopher-kings-and-fiscal-cliffs/
2013-02-01,Chicago Teen Gun Victim Starred in Antigang Video,"Four years before a 15-year-old Chicago honors student was shot and killed in a park, she appeared in an antigang video, urging fellow students to avoid violence.","Four years before Hadiya Pendleton, a 15-year-old honors student, was shot and killed in a Chicago park after school on Tuesday, she had starred in a YouTube video urging fellow students to avoid gangs. ",Blogs,https://thelede.blogs.nytimes.com/2013/01/31/chicago-teen-gun-victim-starred-in-antigang-video/
2013-02-01,Vacation on Syria’s Front Lines Goes Wrong for Russian Judge,"A Russian judge who decided to spend his vacation moonlighting as a war correspondent in Syria survived being shot in the face and arm this week in a Damascus suburb. Later, he insisted that his intelligence background had nothing to do with his trip.","Last Updated, Friday, 11:43 a.m. A Russian judge who decided to spend his vacation moonlighting as a war correspondent in Syria survived being shot in the face and arm this week in the Damascus suburb of Darayya, according to the Web news agency he writes for as a volunteer. ",Blogs,https://thelede.blogs.nytimes.com/2013/01/31/vacation-on-syrias-front-lines-goes-wrong-for-russian-judge/
2013-02-01,New Way to Deliver a Drama: All 13 Episodes in One Sitting,Binge-viewing has become such a popular way for Americans to watch TV that it is changing the ways that networks create and distribute episodes.,"Television producers have turned bingeing, hoarding and overeating into successful prime-time shows for years, but now they are having to turn their attention to another example of overindulgence — TV watching.",Business Day,https://www.nytimes.com/2013/02/01/business/media/netflix-to-deliver-all-13-episodes-of-house-of-cards-on-one-day.html
2013-02-01,Study Puts ‘Cost’ to Landing Embassy Post,A study assigns a theoretical donor’s price to obtaining a desirable overseas position.,It is the unspoken question on every big donor’s lips: How much do I have to give — really — to get appointed to a desirable diplomatic post by the president?,U.S.,https://www.nytimes.com/2013/02/01/us/politics/study-puts-cost-to-landing-diplomatic-post.html
2013-02-01,Impetus for G.O.P. ‘Change’,A reader responds to a column by David Brooks.,To the Editor:,Opinion,https://www.nytimes.com/2013/02/01/opinion/impetus-for-gop-change.html
2013-02-01,Bias in Job Networks,The NAACP Legal Defense and Educational Fund responds to a front-page article.,To the Editor:,Opinion,https://www.nytimes.com/2013/02/01/opinion/bias-in-job-networks.html
2013-02-01,Israel and Human Rights,The Anti-Defamation League responds to an editorial.,To the Editor:,Opinion,https://www.nytimes.com/2013/02/01/opinion/israel-and-human-rights.html
2013-02-01,Helping Poor Children and Their Parents,The American Academy of Pediatrics and the dean of the School of Education at Mercy College respond to a column by Nicholas D. Kristof.,To the Editor:,Opinion,https://www.nytimes.com/2013/02/01/opinion/helping-poor-children-and-their-parents.html
2013-02-01,Is the Doctor Pay Model a Solution?,"Readers respond to a column by Bill Keller, “Carrots for Doctors.”", ,Opinion,https://www.nytimes.com/2013/02/01/opinion/is-the-doctor-pay-model-a-solution.html
2013-02-01,Critics Assail Syrian Opposition Leader’s Offer on Talks,Battle-hardened fighters and others said Sheik Khatib’s offer to open a dialogue with the government would only embolden President Bashar al-Assad to intensify the civil war.," The top opposition leader’s softened position on possible talks with President Bashar al-Assad’s government caused an uproar within the fractious rebel coalition on Thursday as battle-hardened fighters and others said the offer would only embolden Mr. Assad to intensify the civil war. The opposition leader, Sheik Ahmad Moaz al-Khatib, said many critics had not fully read the explanations he had posted Wednesday on his Facebook page. Sheik Khatib’s offer to open a dialogue with the government, which contained several conditions, received a measure of support from Ban Ki-moon, the United Nations secretary general, and Lakhdar Brahimi, the peace envoy for the Arab League and the United Nations. But the offer to start talks broke a longstanding opposition demand: no talks until Mr. Assad steps down. Sheik Khatib said in his Facebook posting that he would be willing to talk with Mr. Assad’s representatives in Egypt, Tunisia or Turkey, all of which support the Syrian opposition. He also demanded other preconditions, including the release of 160,000 prisoners in Syria. “Nobody has said it is going to be easy,” Mr. Brahimi said. “But perhaps negotiating is better than killing each other.” ",World,https://www.nytimes.com/2013/02/01/world/middleeast/critics-assail-syrian-opposition-leaders-offer-on-talks.html
2013-02-01,"A Pension for Security, Not Politics",Don’t turn our public retirement plans into vehicles for gun policy.,"CHESTNUT HILL, Mass.",Opinion,https://www.nytimes.com/2013/02/01/opinion/a-pension-for-security-not-politics.html
2013-02-01,Blown Awry,"Brittany Gowan, 26, battled swirling winds in Manhattan on Thursday as she worked to restore the Standard Hotel’s ice skating rink, which had been damaged by rain the night before.",,New York,https://cityroom.blogs.nytimes.com/2013/01/31/blown-awry/
2013-02-01,CBS Fight With Dish Spills Over to CNET,"The Consumer Electronics Association cut its ties with CNET two weeks after CNET’s parent company, CBS, prohibited the Web site’s editors from giving an award to an innovative product it deemed illegal.","The Consumer Electronics Association cut its ties with CNET on Thursday, two weeks after CNET’s parent company, the CBS Corporation, prohibited the Web site’s editors from giving an award to an innovative product it deemed illegal.",Business Day,https://mediadecoder.blogs.nytimes.com/2013/01/31/cbs-fight-with-dish-spills-over-to-cnet/
2013-02-01,"After Adding Online Privacy Protections, F.T.C. Chief Resigns","Jon Leibowitz worked to restrain unfair competition, but stumbled trying to rein in the Internet search practices of Google.","WASHINGTON — Jon Leibowitz, the chairman of the Federal Trade Commission, said on Thursday that he would resign effective mid-February. His departure will end a four-year tenure in which he pushed for online privacy protections and sought to restrain unfair competition, but stumbled in an attempt to rein in the Internet search practices of Google.",Business Day,https://www.nytimes.com/2013/02/01/business/jon-leibowitz-resigns-as-ftc-chairman.html
2013-02-01,"As Arab Spring’s Glow Fades and Turmoil Rises, Unsettling Questions",The transformation of the region’s political systems has taken a violent turn in many corners.,"BEIRUT, Lebanon — The scenes of chaos came in swift succession over the past week.",World,https://www.nytimes.com/2013/02/01/world/middleeast/turn-to-violence-across-middle-east-raises-questions.html
2013-02-01,Looking for Mister Goodpain,Where are the austerity successes? Britain? Ireland? Keep looking.,"Three years ago, a terrible thing happened to economic policy, both here and in Europe. Although the worst of the financial crisis was over, economies on both sides of the Atlantic remained deeply depressed, with very high unemployment. Yet the Western world’s policy elite somehow decided en masse that unemployment was no longer a crucial concern, and that reducing budget deficits should be the overriding priority.",Opinion,https://www.nytimes.com/2013/02/01/opinion/krugman-looking-for-mister-goodpain.html
